COMPETENCIA;VALOR;VALOR_GOOGLE
01/12/2020;0,0011592468385308585;0,11590000000000;
01/01/2021;0,0011592468385308585;0,11590000000000;
01/02/2021;0,0011592468385308585;0,11590000000000;
01/03/2021;0,0011592468385308585;0,11590000000000;
01/04/2021;0,0015901848983437272;0,15900000000000;
01/05/2021;0,0015901848983437272;0,15900000000000;
01/06/2021;0,0020190930200914003;0,20190000000000;
01/07/2021;0,0024459910949696795;0,24460000000000;
01/08/2021;0,0024459910949696795;0,24460000000000;
01/09/2021;0,0030120956165935464;0,30120000000000;
01/10/2021;0,0035747071784870688;0,35750000000000;
