Competencia;DataBase;SalarioMinimo;SalarioMinimoReferencia;TetoContribuicao;TetoBeneficio;Integral;Proporcional;MultiplicadorMoeda;AjusteMoeda;IndiceAtualizacao;IndiceAcumulado;IndiceRes134;IndiceRes134Acumulado;IndiceSalarios;IndiceSalariosAcumulado;IPCA;IPCAE;IndiceCondenatorias;IndiceCondenatoriasAcumulado;Selic;Juros;JurosAlt
417;01/06/1999;true;136.0;0;1255.32;1255.32;0.0461;0.0581;1;1;1.0102;5.41753696505384;1.0102;2.7092832837717;1.0102;5.28371858626466;1.0018999576568604;0.9998;1;4.29437938459301;1.67;1.0;0.5
418;01/07/1999;false;136.0;0;1255.32;1255.32;0.0;0.0531;1;1;1.0159;5.36283603747163;1.0159;2.68192762202702;1.0159;5.23036882425724;1.0109000205993652;1.0079;1;4.29437938459301;1.66;1.0;0.5
419;01/08/1999;false;136.0;0;1255.32;1255.32;0.0;0.0482;1;1;1.0145;5.27890150356495;1.0145;2.63995237919778;1.0145;5.14850755414631;1.0055999755859375;1.0081;1;4.29437938459301;1.57;1.0;0.5
420;01/09/1999;false;136.0;0;1255.32;1255.32;0.0;0.0433;1;1;1.0147;5.20345145743218;1.0147;2.60222018649362;1.0147;5.07492119679281;1.003100037574768;1.0047;1;4.29437938459301;1.49;1.0;0.5
421;01/10/1999;false;136.0;0;1255.32;1255.32;0.0;0.0384;1;1;1.0189;5.12806884540473;1.0189;2.56452171725004;1.0189;5.00140060785731;1.0118999481201172;1.008;1;4.29437938459301;1.38;1.0;0.5
422;01/11/1999;false;136.0;0;1255.32;1255.32;0.0;0.0335;1;1;1.0253;5.03294616292544;1.0253;2.5169513369811;1.0253;4.90862754721495;1.0095000267028809;1.0099;1;4.29437938459301;1.39;1.0;0.5
423;01/12/1999;false;136.0;0;1255.32;1255.32;0.0;0.0286;1;1;1.0123;4.90875466978001;1.0123;2.45484378911645;1.0123;4.787503703516;1.00600004196167;1.0091;1.08915046059365;4.29437938459301;1.6;1.0;0.5
424;01/01/2000;false;136.0;0;1255.32;1255.32;0.0;0.0238;1;1;1.0102;4.84911060928579;1.0102;2.42501609119475;1.0102;4.72933290873852;1.0061999559402466;1.0065;1;3.94287065007742;1.46;1.0;0.5
425;01/02/2000;false;136.0;0;1255.32;1255.32;0.0;0.019;1;1;1.0019;4.80014908858225;1.0019;2.40053067827633;1.0019;4.68158078473423;1.0012999773025513;1.0034;1;3.94287065007742;1.45;1.0;0.5
426;01/03/2000;false;136.0;0;1255.32;1255.32;0.0;0.0142;1;1;1.0018;4.79104610099037;1.0018;2.39597831946934;1.0018;4.6727026496998;1.0022000074386597;1.0009;1;3.94287065007742;1.45;1.0;0.5
427;01/04/2000;false;151.0;0;1255.32;1255.32;0.0;0.0095;1;1;1.0013;4.78243771310678;1.0013;2.39167330751581;1.0013;4.66430689728469;1.0041999816894531;1.0047;1;3.94287065007742;1.3;1.0;0.5
428;01/05/2000;false;151.0;0;1255.32;1255.32;0.0;0.0047;1;1;1.0067;4.7762286159061;1.0067;2.38856816889624;1.0067;4.6582511707627;1.000100016593933;1.0009;1;3.94287065007742;1.49;1.0;0.5
429;01/06/2000;true;151.0;0;1328.25;1328.25;0.0581;0.0766;1;1;1.0093;4.74444086212983;1.0093;2.37267127137801;1.0093;4.62724860510847;1.0023000240325928;1.0008;1;3.94287065007742;1.39;1.0;0.5
430;01/07/2000;false;151.0;0;1328.25;1328.25;0.0;0.0734;1;1;1.0226;4.70072412774183;1.0226;2.35080875000298;1.0226;4.58461171614829;1.0161000490188599;1.0078;1;3.94287065007742;1.31;1.0;0.5
431;01/08/2000;false;151.0;0;1328.25;1328.25;0.0;0.0587;1;1;1.0182;4.59683564222749;1.0182;2.29885463524641;1.0182;4.48328937624515;1.013100028038025;1.0199;1;3.94287065007742;1.41;1.0;0.5
432;01/09/2000;false;151.0;0;1328.25;1328.25;0.0;0.046;1;1;1.0069;4.51466867238999;1.0069;2.25776334241447;1.0069;4.40315200966917;1.0023000240325928;1.0045;1;3.94287065007742;1.22;1.0;0.5
433;01/10/2000;false;151.0;0;1328.25;1328.25;0.0;0.0415;1;1;1.0037;4.48373092898003;1.0037;2.24229153085159;1.0037;4.37297845830685;1.0013999938964844;1.0018;1;3.94287065007742;1.29;1.0;0.5
434;01/11/2000;false;151.0;0;1328.25;1328.25;0.0;0.0399;1;1;1.0039;4.46720228054202;1.0039;2.2340256359984;1.0039;4.35685808339828;1.0032000541687012;1.0017;1;3.94287065007742;1.22;1.0;0.5
435;01/12/2000;false;151.0;0;1328.25;1328.25;0.0;0.0368;1;1;1.0076;4.44984787383407;1.0076;2.22534678354258;1.0076;4.33993234724403;1.0059000253677368;1.006;1.0603555701100000341;3.94287065007742;1.2;1.0;0.5
436;01/01/2001;false;151.0;0;1328.25;1328.25;0.0;0.0312;1;1;1.0049;4.41628411456339;1.0049;2.20856171451229;1.0049;4.30719764514096;1.0056999921798706;1.0063;1.0063;3.71844196533847;1.27;1.0;0.5
437;01/02/2001;false;151.0;0;1328.25;1328.25;0.0;0.0233;1;1;1.0034;4.3947498403457;1.0034;2.19779253110985;1.0034;4.28619528822864;1.0046000480651855;1.005;1.005;3.69516244195416;1.02;1.0;0.5
438;01/03/2001;false;151.0;0;1328.25;1328.25;0.0;0.0183;1;1;1.008;4.37985832205073;1.008;2.1903453568964;1.008;4.27167160477241;1.0038000345230103;1.0036;1.0035999999999999999;3.67677854920812;1.26;1.0;0.5
439;01/04/2001;false;180.0;0;1328.25;1328.25;0.0;0.0134;1;1;1.0113;4.34509754171699;1.0113;2.1729616635877;1.0113;4.23776944917898;1.0058000087738037;1.005;1.005;3.66358962655253;1.19;1.0;0.5
440;01/05/2001;false;180.0;0;1328.25;1328.25;0.0;0.05;1;1;1.0044;4.29654656552654;1.0044;2.1486815619378;1.0044;4.19041772884305;1.00409996509552;1.0049;1.0048999999999999999;3.64536281249008;1.34;1.0;0.5
441;01/06/2001;true;180.0;0;1430.0;1430.0;0.0766;0.092;1;1;1.0146;4.27772457738604;1.0146;2.13926877930884;1.0146;4.17206066193056;1.0052000284194946;1.0038;1.0038;3.62758763308795;1.27;1.0;0.5
442;01/07/2001;false;180.0;0;1430.0;1430.0;0.0;0.0855;1;1;1.0162;4.2161685170373;1.0162;2.10848489977217;1.0162;4.11202509553574;1.0132999420166016;1.0094;1.0093999999999999995;3.61385498414819;1.5;1.0;0.5
443;01/08/2001;false;180.0;0;1430.0;1430.0;0.0;0.0736;1;1;1.009;4.14895543892669;1.009;2.07487197379666;1.009;4.04647224516408;1.0069999694824219;1.0118;1.0117999999999999994;3.58020109386585;1.6;1.0;0.5
444;01/09/2001;false;180.0;0;1430.0;1430.0;0.0;0.0652;1;1;1.0038;4.11194790775688;1.0038;2.05636469157251;1.0038;4.01037883564329;1.0027999877929688;1.0038;1.0038;3.53844741437621;1.32;1.0;0.5
445;01/10/2001;false;180.0;0;1430.0;1430.0;0.0;0.0605;1;1;1.0145;4.09638165745854;1.0145;2.04858008724099;1.0145;3.99519708671378;1.0082999467849731;1.0037;1.0037;3.52505221595558;1.53;1.0;0.5
446;01/11/2001;false;180.0;0;1430.0;1430.0;0.0;0.0506;1;1;1.0076;4.03783307783;1.0076;2.01930023385016;1.0076;3.93809471336992;1.007099986076355;1.0099;1.0098999999999999999;3.51205760282513;1.39;1.0;0.5
447;01/12/2001;false;180.0;0;1430.0;1430.0;0.0;0.0372;1;1;1.0018;4.00737701253474;1.0018;2.00406930711608;1.0018;3.90839094220913;1.006500005722046;1.0055;1.0055000000000000004;3.4776290749828;1.39;1.0;0.5
448;01/01/2002;false;180.0;0;1430.0;1430.0;0.0;0.0296;1;1;1.0019;4.00017669448467;1.0019;2.00046846388109;1.0019;3.90136847894703;1.0052000284194946;1.0062;1.0062;3.45860673792422;1.53;1.0;0.5
449;01/02/2002;false;180.0;0;1430.0;1430.0;0.0;0.0187;1;1;1.0018;3.99259077201784;1.0018;1.99667478179568;1.0018;3.8939699360685;1.003600001335144;1.0044;1.0044;3.43729550578833;1.25;1.0;0
450;01/03/2002;false;180.0;0;1430.0;1430.0;0.0;0.0156;1;1;1.0011;3.98541702137936;1.0011;1.99308722479106;1.0011;3.88697338397734;1.00600004196167;1.004;1.0040000000000000002;3.42223766008396;1.37;1.0;0
451;01/04/2002;false;200.0;0;1430.0;1430.0;0.0;0.0093;1;1;1.007;3.98103787971168;1.007;1.99089723782945;1.007;3.88270241132488;1.0080000162124634;1.0078;1.0078000000000000003;3.40860324709558;1.48;1.0;0
452;01/05/2002;false;200.0;0;1430.0;1430.0;0.0;0.0025;1;1;1.0111;3.95336432940584;1.0111;1.97705783299846;1.0111;3.8557124243544;1.0020999908447266;1.0042;1.0041999999999999998;3.38222191614961;1.41;1.0;0
453;01/06/2002;true;200.0;0;1561.56;1561.56;0.092;0.1971;1;1;1.0174;3.90996373198085;1.0174;1.95535341014584;1.0174;3.81338386346988;1.0041999816894531;1.0033;1.0033000000000000002;3.36807599696237;1.33;1.0;0
454;01/07/2002;false;200.0;0;1561.56;1561.56;0.0;0.1898;1;1;1.0205;3.84309389815299;1.0205;1.92191213892848;1.0205;3.74816577891673;1.0118999481201172;1.0077;1.0077000000000000002;3.35699790387957;1.54;1.0;0
455;01/08/2002;false;200.0;0;1561.56;1561.56;0.0;0.1763;1;1;1.0236;3.76589308981185;1.0236;1.88330439875402;1.0236;3.67287190486696;1.006500005722046;1.01;1.01;3.33134653555579;1.44;1.0;0
456;01/09/2002;false;200.0;0;1561.56;1561.56;0.0;0.1663;1;1;1.0264;3.67906710610771;1.0264;1.83988315626614;1.0264;3.58819060655233;1.007200002670288;1.0062;1.0062;3.29836290649088;1.38;1.0;0
457;01/10/2002;false;200.0;0;1561.56;1561.56;0.0;0.1567;1;1;1.0421;3.58443794437618;1.0421;1.79255958326787;1.0421;3.49589887622012;1.013100028038025;1.009;1.0090000000000000002;3.27803906429227;1.65;1.0;0
458;01/11/2002;false;200.0;0;1561.56;1561.56;0.0;0.1388;1;1;1.0584;3.4396295407122;1.0584;1.72014162102281;1.0584;3.35466737954143;1.0302000045776367;1.0208;1.0208000000000000007;3.24879986550275;1.54;1.0;0
459;01/12/2002;false;200.0;0;1561.56;1561.56;0.0;0.1015;1;1;1.027;3.24983894625113;1.027;1.62522828894823;1.027;3.1695647954851;1.0210000276565552;1.0305;1.0304999999999999982;3.18260174912103;1.74;1.0;0
460;01/01/2003;false;200.0;0;1561.56;1561.56;0.0;0.0725;1;1;1.0217;3.16440014240616;1.0217;1.58250076820665;1.0217;3.08623641235161;1.0225000381469727;1.0198;1.0197999999999999998;3.08840538488213;1.97;1.0;0
461;01/02/2003;false;200.0;0;1561.56;1561.56;0.0;0.0467;1;1;1.0159;3.09719109563097;1.0159;1.54888985828193;1.0159;3.02068749373751;1.0156999826431274;1.0219;1.0218999999999999995;3.02844222875282;1.83;1.0;0
462;01/03/2003;false;200.0;0;1561.56;1561.56;0.0;0.0316;1;1;1.0166;3.04871650322962;1.0166;1.52464795578495;1.0166;2.97341027043755;1.0123000144958496;1.0114;1.011399999999999999;2.96354068769236;1.78;1.0;0
463;01/04/2003;false;240.0;0;1561.56;1561.56;0.0;0.0177;1;1;1.0041;2.99893419558294;1.0041;1.49975207139971;1.0041;2.92485763371783;1.009700059890747;1.0114;1.011399999999999999;2.93013712447336;1.87;1.0;0
464;01/05/2003;false;240.0;0;1561.56;1561.56;0.0;0.0038;1;1;0.9933;2.9866887716193;0.9933;1.49362819579694;0.9933;2.91291468351542;1.006100058555603;1.0085;1.0084999999999999998;2.89711006967902;1.97;1.0;0
465;01/06/2003;true;240.0;0;1869.34;1869.34;0.1971;0.0453;1;1;0.993;3.00683456319269;0.993;1.50370300593672;0.993;2.93256285464152;0.9984999895095825;1.0022;1.0022;2.87269218609719;1.86;1.0;0
466;01/07/2003;false;240.0;0;1869.34;1869.34;0.0;0.0459;1;1;0.998;3.02803077864319;0.998;1.51430312783154;0.998;2.95323550316367;1.0019999742507935;0.9982;0.9982000000000000001;2.86638613659668;2.08;1.0;0
467;01/08/2003;false;240.0;0;1869.34;1869.34;0.0;0.0455;1;1;1.0062;3.03409897659638;1.0062;1.51733780343842;1.0062;2.95915381078524;1.0033999681472778;1.0027;1.0027000000000000002;2.87155493548054;1.77;1.0;0
468;01/09/2003;false;240.0;0;1869.34;1869.34;0.0;0.0436;1;1;1.0105;3.01540347505106;1.0105;1.50798827612644;1.0105;2.94092010612725;1.0077999830245972;1.0057;1.0056999999999999995;2.8638226144216;1.68;1.0;0
469;01/10/2003;false;240.0;0;1869.34;1869.34;0.0;0.0351;1;1;1.0044;2.98407073236127;1.0044;1.49231892738886;1.0044;2.9103613123476;1.0029000043869019;1.0066;1.0066000000000000003;2.84759134376216;1.64;1.0;0
470;01/11/2003;false;240.0;0;1869.34;1869.34;0.0;0.0311;1;1;1.0048;2.97099833966674;1.0048;1.48578148883797;1.0048;2.89761182033811;1.0033999681472778;1.0017;1.0017000000000000001;2.82892046866894;1.34;1.0;0
471;01/12/2003;false;240.0;0;1869.34;1869.34;0.0;0.0273;1;1;1.006;2.95680567243903;1.006;1.47868380656645;1.006;2.88376972565497;1.0052000284194946;1.0046;1.0046000000000000002;2.82411946557746;1.37;1.0;0
472;01/01/2004;false;240.0;0;2400.0;2400.0;0.0;0.0218;1;1;1.008;2.93917064854774;1.008;1.46986461885333;1.008;2.86657030383198;1.007599949836731;1.0068;1.0068000000000000005;2.8111880007739;1.27;1.0;0
473;01/02/2004;false;240.0;0;2400.0;2400.0;0.0;0.0134;1;1;1.0108;2.91584389736879;1.0108;1.45819902664021;1.0039;2.84381974586506;1.006100058555603;1.009;1.0090000000000000002;2.79220103374444;1.08;1.0;0
474;01/03/2004;false;240.0;0;2400.0;2400.0;0.0;0.0094;1;1;1.0093;2.88468925343173;1.0093;1.44261874420282;1.0057;2.83277193531732;1.004699945449829;1.004;1.0040000000000000002;2.76729537536614;1.38;1.0;0
475;01/04/2004;false;240.0;0;2400.0;2400.0;0.0;0.0037;1;1;1.0115;2.85810884120849;1.0115;1.42932601228854;1.0041;2.81671665040998;1.0037000179290771;1.0021;1.0020999999999999999;2.75627029418938;1.18;1.0;0
476;01/05/2004;true;260.0;0;2508.72;2508.72;0.0453;0.06355;1;1;1.0146;2.82561427702273;1.0146;1.41307564240093;1.004;2.80521526781195;1.0051000118255615;1.0054;1.0054000000000000004;2.75049425625125;1.23;1.0;0
477;01/06/2004;false;260.0;0;2508.72;2508.72;0.0;0.05932;1;1;1.0129;2.78495394936204;1.0129;1.39274161482449;1.005;2.79403911136648;1.007099986076355;1.0056;1.0056000000000000005;2.73572136090238;1.23;1.0;0
478;01/07/2004;false;260.0;0;2508.72;2508.72;0.0;0.05405;1;1;1.0114;2.74948558531152;1.0114;1.37500406241928;1.0073;2.78013841927013;1.0090999603271484;1.0093;1.0093000000000000005;2.72048663574222;1.29;1.0;0
479;01/08/2004;false;260.0;0;2508.72;2508.72;0.0;0.04641;1;1;1.0131;2.71849474521606;1.0131;1.35950569746814;1.005;2.7599904887026;1.0068999528884888;1.0079;1.0079000000000000004;2.69541923683961;1.29;1.0;0
480;01/09/2004;false;260.0;0;2508.72;2508.72;0.0;0.0412;1;1;1.0048;2.68334295253781;1.0048;1.34192646083125;1.0017;2.74625919273891;1.0032999515533447;1.0049;1.0048999999999999999;2.67429232745273;1.25;1.0;0
481;01/10/2004;false;260.0;0;2508.72;2508.72;0.0;0.03944;1;1;1.0053;2.67052443524862;1.0053;1.33551598410753;1.0017;2.74159847533085;1.0044000148773193;1.0032;1.0032000000000000001;2.66125219171333;1.21;1.0;0
482;01/11/2004;false;260.0;0;2508.72;2508.72;0.0;0.03767;1;1;1.0082;2.65644527528959;1.0082;1.32847506625637;1.0044;2.73694566769577;1.0068999528884888;1.0063;1.0063;2.65276334899654;1.25;1.0;0
483;01/12/2004;false;260.0;0;2508.72;2508.72;0.0;0.03313;1;1;1.0052;2.63483959064629;1.0052;1.31767017085536;1.0086;2.7249558619034;1.0085999965667725;1.0084;1.0083999999999999997;2.63615556891239;1.48;1.0;0
484;01/01/2005;false;260.0;0;2508.72;2508.72;0.0;0.02432;1;1;1.0033;2.62120930227446;1.0033;1.31085373145181;1.0057;2.70172106078069;1.0058000087738037;1.0068;1.0068000000000000005;2.61419631982585;1.38;1.0;0
485;01/02/2005;false;260.0;0;2508.72;2508.72;0.0;0.01851;1;1;1.004;2.61258776265769;1.004;1.30654214238195;1.0044;2.68640853214745;1.0059000253677368;1.0074;1.0073999999999999999;2.59653984885365;1.22;1.0;0
486;01/03/2005;false;260.0;0;2508.72;2508.72;0.0;0.01405;1;1;1.0099;2.6021790464718;1.0099;1.30133679520115;1.0073;2.67464011563864;1.006100058555603;1.0035;1.0034999999999999998;2.57746659604293;1.53;1.0;0
487;01/04/2005;false;260.0;0;2508.72;2508.72;0.0;0.0067;1;1;1.0051;2.57667001333974;1.0051;1.28857985464021;1.0091;2.65525674142623;1.0087000131607056;1.0074;1.0073999999999999999;2.56847692679913;1.41;1.0;0
488;01/05/2005;true;300.0;0;2668.15;2668.15;0.06355;0.0501;1;1;0.9975;2.56359567539522;0.9975;1.28204144327948;1.007;2.63131180400974;1.0048999786376953;1.0083;1.0082999999999999996;2.54960981417424;1.5;1.0;0
489;01/06/2005;false;300.0;0;2668.15;2668.15;0.0;0.0428;1;1;0.9955;2.57002072721325;0.9955;1.2852545797288;0.9989;2.61302065939398;0.9998000264167786;1.0012;1.0012;2.52862224950336;1.59;1.0;0
490;01/07/2005;false;300.0;0;2668.15;2668.15;0.0;0.04395;1;1;0.996;2.58163809865721;0.996;1.29106436939106;1.0003;2.61589814735607;1.002500057220459;1.0011;1.0011;2.52559153965577;1.51;1.0;0
491;01/08/2005;false;300.0;0;2668.15;2668.15;0.0;0.04364;1;1;0.9921;2.59200612314981;0.9921;1.29624936685849;1;2.61511361327209;1.0017000436782837;1.0028;1.0028000000000000003;2.52281644157004;1.66;1.0;0
492;01/09/2005;false;300.0;0;2668.15;2668.15;0.0;0.04364;1;1;0.9987;2.61264602676122;0.9987;1.30657127997025;1.0015;2.61511361327209;1.003499984741211;1.0016;1.0016;2.51577227918831;1.5;1.0;0
493;01/10/2005;false;300.0;0;2668.15;2668.15;0.0;0.04208;1;1;1.0063;2.61604688771525;1.0063;1.30827203361395;1.0058;2.61119681804502;1.0075000524520874;1.0056;1.0056000000000000005;2.5117534736305;1.41;1.0;0
494;01/11/2005;false;300.0;0;2668.15;2668.15;0.0;0.03607;1;1;1.0033;2.59966897318419;1.0033;1.30008152003771;1.0054;2.5961392106234;1.0054999589920044;1.0078;1.0078000000000000003;2.49776598411943;1.38;1.0;0
495;01/12/2005;false;300.0;0;2668.15;2668.15;0.0;0.0305;1;1;1.0007;2.59111828285078;1.0007;1.29580536234198;1.004;2.58219535570261;1.003600001335144;1.0038;1.0038;2.47843419737987;1.47;1.0;0
496;01/01/2006;false;300.0;0;2668.15;2668.15;0.0;0.0264;1;1;1.0072;2.58930576881261;1.0072;1.29489893308882;1.0038;2.5719077248034;1.0059000253677368;1.0051;1.0051000000000000001;2.46905180053783;1.43;1.0;0
497;01/02/2006;false;300.0;0;2668.15;2668.15;0.0;0.02251;1;1;0.9994;2.57079603734374;0.9994;1.28564230846785;1.0023;2.56217147320522;1.00409996509552;1.0052;1.0052000000000000002;2.45652353053212;1.15;1.0;0
498;01/03/2006;false;300.0;0;2668.15;2668.15;0.0;0.02017;1;1;0.9955;2.57233944100835;0.9955;1.28641415696203;1.0027;2.55629200160154;1.0042999982833862;1.0037;1.0037;2.44381568894958;1.42;1.0;0
499;01/04/2006;true;350.0;0;2801.56;2801.56;0.0501;0.033;1;1;1.0002;2.58396729383059;1.0002;1.29222918830942;1.0012;2.5494085983859;1.0020999908447266;1.0017;1.0017000000000000001;2.43480690340697;1.08;1.0;0
500;01/05/2006;false;350.0;0;2801.56;2801.56;0.0;0.0317;1;1;1.0038;2.58345060370985;1.0038;1.29197079415059;1.0013;2.54635297481612;1.0010000467300415;1.0027;1.0027000000000000002;2.43067475632122;1.28;1.0;0
501;01/06/2006;false;350.0;0;2801.56;2801.56;0.0;0.0304;1;1;1.0067;2.57367065522001;1.0067;1.28707989056644;0.9993;2.54304701369831;0.9979000091552734;0.9985;0.9985000000000000001;2.42412960638398;1.18;1.0;0
502;01/07/2006;false;350.0;0;2801.56;2801.56;0.0;0.0311;1;1;1.0017;2.55654182499256;1.0017;1.27851384778627;1.0011;2.54482839357381;1.0018999576568604;0.9998;0.9998;2.4277712632789;1.17;1.0;0
503;01/08/2006;false;350.0;0;2801.82;2801.82;0.0;0.03;1;1;1.0041;2.55220307975697;1.0041;1.27634406287938;0.9998;2.54203215819979;1.000499963760376;1.0019;1.0019;2.42825691466183;1.26;1.0;0
504;01/09/2006;false;350.0;0;2801.82;2801.82;0.0;0.0302;1;1;1.0016;2.5417817744816;1.0016;1.27113241995755;1.0016;2.54254066633306;1.0020999908447266;1.0005;1.0005;2.42365197590761;1.06;1.0;0
505;01/10/2006;false;350.0;0;2801.82;2801.82;0.0;0.0285;1;1;1.0043;2.53772142020927;1.0043;1.26910185698637;1.0043;2.53847909977342;1.0032999515533447;1.0029;1.0028999999999999998;2.42244075552985;1.09;1.0;0
506;01/11/2006;false;350.0;0;2801.82;2801.82;0.0;0.0241;1;1;1.0042;2.52685593966869;1.0042;1.26366808422421;1.0042;2.52761037516023;1.003100037574768;1.0037;1.0037;2.4154359911555;1.02;1.0;0
507;01/12/2006;false;350.0;0;2801.82;2801.82;0.0;0.0198;1;1;1.0062;2.51628753203415;1.0062;1.2583828761444;1.0062;2.5170388121492;1.0047999620437622;1.0035;1.0034999999999999998;2.40653182340889;0.99;1.0;0
508;01/01/2007;false;350.0;0;2801.82;2801.82;0.0;0.0136;1;1;1.0049;2.50078267942174;1.0049;1.25062897649016;1.0049;2.50152933030133;1.0044000148773193;1.0052;1.0052000000000000002;2.39813833922161;1.08;1.0;0
509;01/02/2007;false;350.0;0;2801.82;2801.82;0.0;0.0086;1;1;1.0042;2.48858859530475;1.0042;1.24453077568928;1.0042;2.4893316054347;1.0044000148773193;1.0046;1.0046000000000000002;2.38573253006527;0.87;1.0;0
510;01/03/2007;false;350.0;0;2801.82;2801.82;0.0;0.0044;1;1;1.0044;2.47818023830387;1.0044;1.23932560813511;1.0044;2.47892014084316;1.0037000179290771;1.0041;1.0040999999999999998;2.37480841137295;1.05;1.0;0
511;01/04/2007;true;380.0;0;2894.28;2894.28;0.033;0.05;1;1;1.0026;2.46732401264822;1.0026;1.23389646369485;1.0026;2.4680606738781;1.002500057220459;1.0022;1.0022;2.36511145440987;0.94;1.0;0
512;01/05/2007;false;380.0;0;2894.28;2894.28;0.0;0.0473;1;1;1.0026;2.46092560607243;1.0026;1.23069665239861;1.0026;2.46166035695003;1.0027999877929688;1.0026;1.0026000000000000001;2.35991963122118;1.03;1.0;0
513;01/06/2007;false;380.0;0;2894.28;2894.28;0.0;0.0445;1;1;1.0031;2.45454379221268;1.0031;1.22750513903711;1.0031;2.45527663769203;1.0027999877929688;1.0029;1.0028999999999999998;2.35379975186633;0.91;1.0;0
514;01/07/2007;false;380.0;0;2894.28;2894.28;0.0;0.0413;1;1;1.0032;2.44695822172533;1.0032;1.22371163297489;1.0032;2.44768880240458;1.0024000406265259;1.0024;1.0023999999999999999;2.34699347080101;0.97;1.0;0
515;01/08/2007;false;380.0;0;2894.28;2894.28;0.0;0.038;1;1;1.0059;2.43915293234184;1.0059;1.21980824658582;1.0059;2.4398811826202;1.004699945449829;1.0042;1.0041999999999999998;2.34137417278632;0.99;1.0;0
516;01/09/2007;false;380.0;0;2894.28;2894.28;0.0;0.0319;1;1;1.0025;2.42484633894208;1.0025;1.21265359040245;1.0025;2.4255703177455;1.0017999410629272;1.0029;1.0028999999999999998;2.33158153035881;0.8;1.0;0
517;01/10/2007;false;380.0;0;2894.28;2894.28;0.0;0.0293;1;1;1.003;2.4187993405906;1.003;1.20962951661092;1.003;2.4195215139606;1.003000020980835;1.0024;1.0023999999999999999;2.32483949582093;0.93;1.0;0
518;01/11/2007;false;380.0;0;2894.28;2894.28;0.0;0.0262;1;1;1.0043;2.41156464665065;1.0043;1.20601148216443;1.0043;2.41228465998066;1.0038000345230103;1.0023;1.0023000000000000001;2.31927324004482;0.84;1.0;0
519;01/12/2007;false;380.0;0;2894.28;2894.28;0.0;0.0219;1;1;1.0097;2.40123931758503;1.0097;1.20084783646762;1.0097;2.40195624811377;1.0074000358581543;1.007;1.0069999999999999996;2.31395115239431;0.84;1.0;0
520;01/01/2008;false;380.0;0;2894.28;2894.28;0.0;0.012;1;1;1.0069;2.37817105831933;1.0069;1.18931151477431;1.0069;2.3788811014299;1.0053999423980713;1.007;1.0069999999999999996;2.29786608976595;0.93;1.0;0
521;01/02/2008;false;380.0;0;2894.28;2894.28;0.0;0.0051;1;1;1.0048;2.36187412684411;1.0048;1.1811615004214;1.0051;2.36257930423071;1.0048999786376953;1.0064;1.0064000000000000001;2.28189283988674;0.8;1.0;0
522;01/03/2008;true;415.0;0;3038.99;3038.99;0.05;0.0592;1;1;1.0051;2.35059128865855;1.0051;1.17551900917735;1.0051;2.35059128865855;1.0047999620437622;1.0023;1.0023000000000000001;2.26738159766171;0.84;1.0;0
523;01/04/2008;false;415.0;0;3038.99;3038.99;0.0;0.0538;1;1;1.0064;2.33866410173968;1.0064;1.16955428233743;1.0064;2.33866410173968;1.0054999589920044;1.0059;1.0058999999999999997;2.26217858691181;0.9;1.0;0
524;01/05/2008;false;415.0;0;3038.99;3038.99;0.0;0.0471;1;1;1.0096;2.32379183400207;1.0096;1.16211673523195;1.0096;2.32379183400207;1.0078999996185303;1.0056;1.0056000000000000005;2.24891001780675;0.88;1.0;0
525;01/06/2008;false;415.0;0;3038.99;3038.99;0.0;0.0372;1;1;1.0091;2.30169555665815;1.0091;1.15106649686207;1.0091;2.30169555665815;1.0074000358581543;1.009;1.0090000000000000002;2.23638625477998;0.96;1.0;0
526;01/07/2008;false;415.0;0;3038.99;3038.99;0.0;0.0278;1;1;1.0058;2.28093901165212;1.0058;1.14068625196915;1.0058;2.28093901165212;1.0053000450134277;1.0063;1.0063;2.21643830999007;1.07;1.0;0
527;01/08/2008;false;415.0;0;3038.99;3038.99;0.0;0.0219;1;1;1.0021;2.26778585370066;1.0021;1.13410842311508;1.0021;2.26778585370066;1.0027999877929688;1.0035;1.0034999999999999998;2.20256216832959;1.02;1.0;0
528;01/09/2008;false;415.0;0;3038.99;3038.99;0.0;0.0197;1;1;1.0015;2.26303348338555;1.0015;1.13173178636372;1.0015;2.26303348338555;1.0025999546051025;1.0026;1.0026000000000000001;2.19488008802151;1.1;1.0;0
529;01/10/2008;false;415.0;0;3038.99;3038.99;0.0;0.0182;1;1;1.005;2.25964401735951;1.005;1.13003673126682;1.005;2.25964401735951;1.0045000314712524;1.003;1.0029999999999999999;2.18918819870488;1.18;1.0;0
530;01/11/2008;false;415.0;0;3038.99;3038.99;0.0;0.0132;1;1;1.0038;2.2484020073229;1.0038;1.12441465797694;1.0038;2.2484020073229;1.003600001335144;1.0049;1.0048999999999999999;2.18264027787127;1.02;1.0;0
531;01/12/2008;false;415.0;0;3038.99;3038.99;0.0;0.0093;1;1;1.0029;2.23989042371279;1.0029;1.12015805735898;1.0029;2.23989042371279;1.0027999877929688;1.0029;1.0028999999999999998;2.17199749016944;1.12;1.0;0
532;01/01/2009;false;415.0;0;3038.99;3038.99;0.0;0.0064;1;1;1.0064;2.23341352449176;1.0064;1.11691899228136;1.0064;2.23341352449176;1.0047999620437622;1.004;1.0040000000000000002;2.16571691112717;1.05;1.0;0
