05/1975,"532,8",-,10020,10400,FALSE,-,-,1,"0,000001","1,0230587824",1,"1,0230587824",1,"1,0230587824",1,-,-,"1,0230587824",1,"0,00%","1,0000%"
06/1975,"532,8",-,10020,10400,FALSE,-,-,1,"0,000001","1,018270298",1,"1,018270298",1,"1,018270298",1,-,-,"1,018270298",1,"0,00%","1,0000%"
07/1975,"532,8",-,10020,10400,FALSE,-,-,1,"0,000001","1,0171040496",1,"1,0171040496",1,"1,0171040496",1,-,-,"1,0171040496",1,"0,00%","1,0000%"
08/1975,"532,8",-,10020,10400,FALSE,-,-,1,"0,000001","1,0155799192",1,"1,0155799192",1,"1,0155799192",1,-,-,"1,0155799192",1,"0,00%","1,0000%"
09/1975,"532,8",-,10020,10400,FALSE,-,-,1,"0,000001","1,0202922078",1,"1,0202922078",1,"1,0202922078",1,-,-,"1,0202922078",1,"0,00%","1,0000%"
10/1975,"532,8",-,10020,10400,FALSE,-,-,1,"0,000001","1,0217183771",1,"1,0217183771",1,"1,0217183771",1,-,-,"1,0217183771",1,"0,00%","1,0000%"
11/1975,"532,8",-,10020,10400,FALSE,-,-,1,"0,000001","1,0194658569",1,"1,0194658569",1,"1,0194658569",1,-,-,"1,0194658569",1,"0,00%","1,0000%"
12/1975,"532,8",-,10020,10400,FALSE,-,-,1,"0,000001","1,0184067823",1,"1,0184067823",1,"1,0184067823",1,-,-,"1,0184067823",1,"0,00%","1,0000%"
01/1976,"532,8",-,10020,10400,FALSE,-,-,1,"0,000001","1,01919904",1,"1,01919904",1,"1,01919904",1,-,-,"1,01919904",1,"0,00%","1,0000%"
02/1976,"532,8",-,10020,10400,FALSE,-,-,1,"0,000001","1,0223693893",1,"1,0223693893",1,"1,0223693893",1,-,-,"1,0223693893",1,"0,00%","1,0000%"
03/1976,"532,8",-,10020,10400,FALSE,-,-,1,"0,000001","1,0237512595",1,"1,0237512595",1,"1,0237512595",1,-,-,"1,0237512595",1,"0,00%","1,0000%"
04/1976,"532,8",-,10020,10400,FALSE,-,-,1,"0,000001","1,0252390326",1,"1,0252390326",1,"1,0252390326",1,-,-,"1,0252390326",1,"0,00%","1,0000%"
05/1976,768,-,12766,14872,FALSE,-,-,1,"0,000001","1,0297606802",1,"1,0297606802",1,"1,0297606802",1,-,-,"1,0297606802",1,"0,00%","1,0000%"
06/1976,768,-,14872,14872,FALSE,-,-,1,"0,000001","1,0294999001",1,"1,0294999001",1,"1,0294999001",1,-,-,"1,0294999001",1,"0,00%","1,0000%"
07/1976,768,-,14872,14872,FALSE,-,-,1,"0,000001","1,025549806",1,"1,025549806",1,"1,025549806",1,-,-,"1,025549806",1,"0,00%","1,0000%"
08/1976,768,-,14872,14872,FALSE,-,-,1,"0,000001","1,0278776411",1,"1,0278776411",1,"1,0278776411",1,-,-,"1,0278776411",1,"0,00%","1,0000%"
09/1976,768,-,14872,14872,FALSE,-,-,1,"0,000001","1,0328894889",1,"1,0328894889",1,"1,0328894889",1,-,-,"1,0328894889",1,"0,00%","1,0000%"
10/1976,768,-,14872,14872,FALSE,-,-,1,"0,000001","1,03606012",1,"1,03606012",1,"1,03606012",1,-,-,"1,03606012",1,"0,00%","1,0000%"
11/1976,768,-,14872,14872,FALSE,-,-,1,"0,000001","1,0302752294",1,"1,0302752294",1,"1,0302752294",1,-,-,"1,0302752294",1,"0,00%","1,0000%"
12/1976,768,-,14872,14872,FALSE,-,-,1,"0,000001","1,0220948353",1,"1,0220948353",1,"1,0220948353",1,-,-,"1,0220948353",1,"0,00%","1,0000%"
01/1977,768,-,14872,14872,FALSE,-,-,1,"0,000001","1,0173155459",1,"1,0173155459",1,"1,0173155459",1,-,-,"1,0173155459",1,"0,00%","1,0000%"
02/1977,768,-,14872,14872,FALSE,-,-,1,"0,000001","1,0196970508",1,"1,0196970508",1,"1,0196970508",1,-,-,"1,0196970508",1,"0,00%","1,0000%"
03/1977,768,-,14872,14872,FALSE,-,-,1,"0,000001","1,022675975",1,"1,022675975",1,"1,022675975",1,-,-,"1,022675975",1,"0,00%","1,0000%"
