CompetenciaIndices,SalarioMinimo,SMReferencia,TetoContribuicao,TetoBeneficio,DataBase,FatorIntegral,FatorProporcional,MultiplicadorMoeda,AjusteMoeda,IndiceAtualizacao,IndiceAcumulado,IndiceRes134,IndiceRes134Acumulado,IndiceSalarios,IndiceSCAcumulado,IPCA,IPCAE,IndiceCondenatorias,IndiceCondenatoriasAcumulado,Selic,Juros
09/1974,"376,8",-,7536,7536,FALSE,-,-,1,"0,000001","1,037466911","1,1443163645","1,037466911","0,5722669209","1,037466911","891083,980897835",-,-,"1,037466911","0,0008138318","0,00%","1,0000%"
10/1974,"376,8",-,7536,7536,FALSE,-,-,1,"0,000001","1,0215897939","1,1029907098","1,0215897939","0,5516001665","1,0215897939","858903,519173555",-,-,"1,0215897939","0,0007844412","0,00%","1,0000%"
11/1974,"376,8",-,7536,7536,FALSE,-,-,1,"0,000001","1,0125840538","1,0796806275","1,0125840538","0,5399429104","1,0125840538","840751,859786604",-,-,"1,0125840538","0,0007678632","0,00%","1,0000%"
12/1974,"415,2",-,7536,7536,FALSE,-,-,1,"0,000001","1,012807134","1,0662627201","1,012807134","0,5332326816","1,012807134","830303,278662226",-,-,"1,012807134","0,0007583204","0,00%","1,0000%"
01/1975,"415,2",-,7536,7536,FALSE,-,-,1,"0,000001","1,0151742226","1,0527796302","1,0151742226","0,5264898555","1,0151742226","819803,939713239",-,-,"1,0151742226","0,0007487313","0,00%","1,0000%"
02/1975,"415,2",-,7536,7536,FALSE,-,-,1,"0,000001","1,0166082303","1,0370433043","1,0166082303","0,5186201972","1,0166082303","807549,996344209",-,-,"1,0166082303","0,0007375398","0,00%","1,0000%"
03/1975,"415,2",-,7536,7536,FALSE,-,-,1,"0,000001","1,0187874387","1,0201012282","1,0187874387","0,5101475492","1,0187874387","794357,13018502",-,-,"1,0187874387","0,0007254906","0,00%","1,0000%"
04/1975,"415,2",-,7536,7536,FALSE,-,-,1,"0,000001","1,0199554566","1,0012895619","1,0199554566","0,5007399285","1,0199554566","779708,406269805",-,-,"1,0199554566","0,0007121119","0,00%","1,0000%"
05/1975,"532,8",-,10020,10400,FALSE,-,-,1,"0,000001","1,0230587824","0,9816993041","1,0230587824","0,490942938","1,0230587824","764453,389848769",-,-,"1,0230587824","0,0006981794","0,00%","1,0000%"
06/1975,"532,8",-,10020,10400,FALSE,-,-,1,"0,000001","1,018270298","0,9595727254","1,018270298","0,4798775461","1,018270298","747223,329666057",-,-,"1,018270298","0,0006824431","0,00%","1,0000%"
07/1975,"532,8",-,10020,10400,FALSE,-,-,1,"0,000001","1,0171040496","0,9423556076","1,0171040496","0,4712673511","1,0171040496","733816,287446847",-,-,"1,0171040496","0,0006701984","0,00%","1,0000%"
08/1975,"532,8",-,10020,10400,FALSE,-,-,1,"0,000001","1,0155799192","0,9265085593","1,0155799192","0,4633423211","1,0155799192","721476,124011092",-,-,"1,0155799192","0,000658928","0,00%","1,0000%"
09/1975,"532,8",-,10020,10400,FALSE,-,-,1,"0,000001","1,0202922078","0,9122950757","1,0202922078","0,4562342286","1,0202922078","710408,024381376",-,-,"1,0202922078","0,0006488195","0,00%","1,0000%"
10/1975,"532,8",-,10020,10400,FALSE,-,-,1,"0,000001","1,0217183771","0,8941507822","1,0217183771","0,4471603578","1,0217183771","696278,986505851",-,-,"1,0217183771","0,0006359153","0,00%","1,0000%"
11/1975,"532,8",-,10020,10400,FALSE,-,-,1,"0,000001","1,0194658569","0,8751440732","1,0194658569","0,4376551971","1,0194658569","681478,382027449",-,-,"1,0194658569","0,0006223979","0,00%","1,0000%"
12/1975,"532,8",-,10020,10400,FALSE,-,-,1,"0,000001","1,0184067823","0,8584339214","1,0184067823","0,4292985333","1,0184067823","668466,116274234",-,-,"1,0184067823","0,0006105137","0,00%","1,0000%"
01/1976,"532,8",-,10020,10400,FALSE,-,-,1,"0,000001","1,01919904","0,842918504","1,01919904","0,4215393503","1,01919904","656384,195318624",-,-,"1,01919904","0,0005994792","0,00%","1,0000%"
02/1976,"532,8",-,10020,10400,FALSE,-,-,1,"0,000001","1,0223693893","0,8270401275","1,0223693893","0,4135986532","1,0223693893","644019,63652528",-,-,"1,0223693893","0,0005881866","0,00%","1,0000%"
03/1976,"532,8",-,10020,10400,FALSE,-,-,1,"0,000001","1,0237512595","0,8089445323","1,0237512595","0,4045491361","1,0237512595","629928,520251803",-,-,"1,0237512595","0,0005753171","0,00%","1,0000%"
04/1976,"532,8",-,10020,10400,FALSE,-,-,1,"0,000001","1,0252390326","0,7901768372","1,0252390326","0,3951635051","1,0252390326","615314,036865758",-,-,"1,0252390326","0,0005619696","0,00%","1,0000%"
05/1976,768,-,12766,14872,FALSE,-,-,1,"0,000001","1,0297606802","0,7707244965","1,0297606802","0,3854354863","1,0297606802","600166,417086919",-,-,"1,0297606802","0,0005481352","0,00%","1,0000%"
06/1976,768,-,14872,14872,FALSE,-,-,1,"0,000001","1,0294999001","0,748450112","1,0294999001","0,3742961775","1,0294999001","582821,259930648",-,-,"1,0294999001","0,0005322938","0,00%","1,0000%"
07/1976,768,-,14872,14872,FALSE,-,-,1,"0,000001","1,025549806","0,7270035791","1,025549806","0,363570873","1,025549806","566120,754228884",-,-,"1,025549806","0,0005170411","0,00%","1,0000%"
08/1976,768,-,14872,14872,FALSE,-,-,1,"0,000001","1,0278776411","0,7088915378","1,0278776411","0,3545131313","1,0278776411","552016,831307381",-,-,"1,0278776411","0,0005041599","0,00%","1,0000%"
09/1976,768,-,14872,14872,FALSE,-,-,1,"0,000001","1,0328894889","0,6896652962","1,0328894889","0,3448981835","1,0328894889","537045,275840863",-,-,"1,0328894889","0,0004904863","0,00%","1,0000%"
10/1976,768,-,14872,14872,FALSE,-,-,1,"0,000001","1,03606012","0,6677048258","1,03606012","0,3339158615","1,03606012","519944,564865355",-,-,"1,03606012","0,0004748682","0,00%","1,0000%"
11/1976,768,-,14872,14872,FALSE,-,-,1,"0,000001","1,0302752294","0,6444653287","1,0302752294","0,3222939046","1,0302752294","501847,870434549",-,-,"1,0302752294","0,0004583404","0,00%","1,0000%"
12/1976,768,-,14872,14872,FALSE,-,-,1,"0,000001","1,0220948353","0,6255273449","1,0220948353","0,3128231131","1,0220948353","487100,782523294",-,-,"1,0220948353","0,0004448718","0,00%","1,0000%"
01/1977,768,-,14872,14872,FALSE,-,-,1,"0,000001","1,0173155459","0,612005191","1,0173155459","0,3060607513","1,0173155459","476571,024251486",-,-,"1,0173155459","0,0004352549","0,00%","1,0000%"
02/1977,768,-,14872,14872,FALSE,-,-,1,"0,000001","1,0196970508","0,6015883601","1,0196970508","0,300851346","1,0196970508","468459,394121852",-,-,"1,0196970508","0,0004278465","0,00%","1,0000%"
03/1977,768,-,14872,14872,FALSE,-,-,1,"0,000001","1,022675975","0,5899677357","1,022675975","0,2950399295","1,022675975","459410,364830115",-,-,"1,022675975","0,000419582","0,00%","1,0000%"
04/1977,768,-,14872,14872,FALSE,-,-,1,"0,000001","1,0288456603","0,5768862769","1,0288456603","0,288497957","1,0288456603","449223,777671741",-,-,"1,0288456603","0,0004102785","0,00%","1,0000%"
05/1977,"1106,4",-,20820,20820,FALSE,-,-,1,"0,000001","1,0321776004","0,5607121643","1,0321776004","0,2804093638","1,0321776004","436628,927931082",-,-,"1,0321776004","0,0003987755","0,00%","1,0000%"
06/1977,"1106,4",-,20820,20820,FALSE,-,-,1,"0,000001","1,0333494442","0,5432322539","1,0333494442","0,2716677476","1,0333494442","423017,247964164",-,-,"1,0333494442","0,0003863439","0,00%","1,0000%"
07/1977,"1106,4",-,20820,20820,FALSE,-,-,1,"0,000001","1,026707203","0,5257004365","1,026707203","0,2629001729","1,026707203","409365,147819389",-,-,"1,026707203","0,0003738754","0,00%","1,0000%"
08/1977,"1106,4",-,20820,20820,FALSE,-,-,1,"0,000001","1,020500205","0,5120256632","1,020500205","0,2560614868","1,020500205","398716,544138242",-,-,"1,020500205","0,00036415","0,00%","1,0000%"
09/1977,"1106,4",-,20820,20820,FALSE,-,-,1,"0,000001","1,0140172314","0,5017398925","1,0140172314","0,2509176241","1,0140172314","390706,971134259",-,-,"1,0140172314","0,0003568348","0,00%","1,0000%"
10/1977,"1106,4",-,20820,20820,FALSE,-,-,1,"0,000001","1,0138674884","0,4948041088","1,0138674884","0,2474490732","1,0138674884","385306,047122101",-,-,"1,0138674884","0,0003519021","0,00%","1,0000%"
11/1977,"1106,4",-,20820,20820,FALSE,-,-,1,"0,000001","1,0149370386","0,4880362715","1,0149370386","0,2440645114","1,0149370386","380035,903620432",-,-,"1,0149370386","0,0003470888","0,00%","1,0000%"
12/1977,"1106,4",-,20820,20820,FALSE,-,-,1,"0,000001","1,0195944212","0,4808537406","1,0195944212","0,2404725634","1,0195944212","374442,836501178",-,-,"1,0195944212","0,0003419807","0,00%","1,0000%"
01/1978,"1106,4",-,20820,20820,FALSE,-,-,1,"0,000001","1,0211060759","0,4716127615","1,0211060759","0,2358511957","1,0211060759","367246,847112226",-,-,"1,0211060759","0,0003354085","0,00%","1,0000%"
02/1978,"1106,4",-,20820,20820,FALSE,-,-,1,"0,000001","1,0231764948","0,461864612","1,0231764948","0,2309761947","1,0231764948","359655,921938712",-,-,"1,0231764948","0,0003284757","0,00%","1,0000%"
03/1978,"1106,4",-,20820,20820,FALSE,-,-,1,"0,000001","1,025784168","0,4514026801","1,025784168","0,2257442346","1,025784168","351509,171467871",-,-,"1,025784168","0,0003210352","0,00%","1,0000%"
04/1978,"1106,4",-,20820,20820,FALSE,-,-,1,"0,000001","1,0292079402","0,4400561972","1,0292079402","0,2200699149","1,0292079402","342673,617335991",-,-,"1,0292079402","0,0003129657","0,00%","1,0000%"
05/1978,1560,-,28940,28940,FALSE,-,-,1,"0,000001","1,0304713356","0,4275678218","1,0304713356","0,2138245405","1,0304713356","332948,866754614",-,-,"1,0304713356","0,000304084","0,00%","1,0000%"
06/1978,1560,-,28940,28940,FALSE,-,-,1,"0,000001","1,0301240402","0,4149245176","1,0301240402","0,207501687","1,0301240402","323103,472400271",-,-,"1,0301240402","0,0002950921","0,00%","1,0000%"
07/1978,1560,-,28940,28940,FALSE,-,-,1,"0,000001","1,0306049312","0,4027908304","1,0306049312","0,2014336904","1,0306049312","313654,919021593",-,-,"1,0306049312","0,0002864627","0,00%","1,0000%"
08/1978,1560,-,28940,28940,FALSE,-,-,1,"0,000001","1,0277835733","0,3908295199","1,0277835733","0,1954518985","1,0277835733","304340,59602123",-,-,"1,0277835733","0,0002779559","0,00%","1,0000%"
09/1978,1560,-,28940,28940,FALSE,-,-,1,"0,000001","1,0261190243","0,3802644156","1,0261190243","0,1901683424","1,0261190243","296113,504766335",-,-,"1,0261190243","0,0002704421","0,00%","1,0000%"
10/1978,1560,-,28940,28940,FALSE,-,-,1,"0,000001","1,0237396551","0,3705850945","1,0237396551","0,1853277621","1,0237396551","288576,176609138",-,-,"1,0237396551","0,0002635582","0,00%","1,0000%"
11/1978,1560,-,28940,28940,FALSE,-,-,1,"0,000001","1,0256046894","0,3619915402","1,0256046894","0,1810301683","1,0256046894","281884,339604449",-,-,"1,0256046894","0,0002574465","0,00%","1,0000%"
12/1978,1560,-,28940,28940,FALSE,-,-,1,"0,000001","1,0263157895","0,3529542561","1,0263157895","0,1765106675","1,0263157895","274846,968357572",-,-,"1,0263157895","0,0002510192","0,00%","1,0000%"
01/1979,1560,-,28940,28940,FALSE,-,-,1,"0,000001","1,0225812374","0,343904147","1,0225812374","0,171984753","1,0225812374","267799,610194558",-,-,"1,0225812374","0,0002445828","0,00%","1,0000%"
02/1979,1560,-,28940,28940,FALSE,-,-,1,"0,000001","1,0232495512","0,3363098544","1,0232495512","0,168186885","1,0232495512","261885,902464947",-,-,"1,0232495512","0,0002391818","0,00%","1,0000%"
03/1979,1560,-,28940,28940,FALSE,-,-,1,"0,000001","1,0249729508","0,3286684602","1,0249729508","0,1643654618","1,0249729508","255935,51657685",-,-,"1,0249729508","0,0002337473","0,00%","1,0000%"
04/1979,1560,-,28940,28940,FALSE,-,-,1,"0,000001","1,0374597016","0,3206606183","1,0374597016","0,1603607799","1,0345","249699,776336725",-,-,"1,0374597016","0,0002280521","0,00%","1,0000%"
05/1979,2268,-,41674,41674,FALSE,-,-,1,"0,000001","1,0382246178","0,3090824808","1,0382246178","0,154570611","1,0176","241372,427585041",-,-,"1,0382246178","0,0002198178","0,00%","1,0000%"
06/1979,2268,-,41674,41674,FALSE,-,-,1,"0,000001","1,0332679981","0,2977029012","1,0332679981","0,1488797398","1,03","237197,747233728",-,-,"1,0332679981","0,0002117247","0,00%","1,0000%"
07/1979,2268,-,41674,41674,FALSE,-,-,1,"0,000001","1,0271981543","0,2881177988","1,0271981543","0,1440862778","1,0536","230289,074984201",-,-,"1,0271981543","0,0002049079","0,00%","1,0000%"
08/1979,2268,-,41674,41674,FALSE,-,-,1,"0,000001","1,0287739263","0,2804890153","1,0287739263","0,1402711611","1,0579","218573,533584094",-,-,"1,0287739263","0,0001994823","0,00%","1,0000%"
09/1979,2268,-,41674,41674,FALSE,-,-,1,"0,000001","1,0401707743","0,2726439776","1,0401707743","0,1363478968","1,0661","206610,770001034",-,-,"1,0401707743","0,000193903","0,00%","1,0000%"
10/1979,2268,-,41674,41674,FALSE,-,-,1,"0,000001","1,0458722015","0,26211463","1,0458722015","0,1310822224","1,0506","193800,553419974",-,-,"1,0458722015","0,0001864145","0,00%","1,0000%"
11/1979,"2932,8",-,51929,51929,FALSE,-,-,1,"0,000001","1,0451312239","0,2506182204","1,0451312239","0,1253329252","1,061","184466,546183108",-,-,"1,0451312239","0,0001782384","0,00%","1,0000%"
12/1979,"2932,8",-,51929,51929,FALSE,-,-,1,"0,000001","1,0407928143","0,2397959363","1,0407928143","0,1199207548","1,0451","173861,023735258",-,-,"1,0407928143","0,0001705416","0,00%","1,0000%"
01/1980,"2932,8",-,51930,51930,FALSE,-,-,1,"0,000001","1,0420228358","0,2303973788","1,0420228358","0,1152205829","1,0656","166358,265941305","1,0662",-,"1,0420228358","0,0001638574","0,00%","1,0000%"
02/1980,"2932,8",-,51930,51930,FALSE,-,-,1,"0,000001","1,0370035213","0,2211058826","1,0370035213","0,1105739519","1,0415","156116,991311285","1,0462",-,"1,0370035213","0,0001572493","0,00%","1,0000%"
03/1980,"2932,8",-,51930,51930,FALSE,-,-,1,"0,000001","1,0369920704","0,2132161348","1,0369920704","0,1066283283","1,0512","149896,295066044","1,0604",-,"1,0369920704","0,0001516382","0,00%","1,0000%"
04/1980,"2932,8",-,51930,51930,FALSE,-,-,1,"0,000001","1,0369896092","0,2056101883","1,0369896092","0,1028246322","1,0485","142595,410070437","1,0529",-,"1,0369896092","0,0001462289","0,00%","1,0000%"
05/1980,"4149,6",-,70136,70136,FALSE,-,-,1,"0,000001","1,0339942843","0,1982760352","1,0339942843","0,0991568588","1,0553","135999,437358548","1,057",-,"1,0339942843","0,0001410129","0,00%","1,0000%"
06/1980,"4149,6",-,70136,70136,FALSE,-,-,1,"0,000001","1,0320065514","0,1917573803","1,0320065514","0,0958969119","1,0552","128872,773011037","1,0531",-,"1,0320065514","0,0001363768","0,00%","1,0000%"
07/1980,"4149,6",-,70136,70136,FALSE,-,-,1,"0,000001","1,0320058192","0,1858102355","1,0320058192","0,0929227743","1,0551","122131,134392568","1,0555",-,"1,0320058192","0,0001321473","0,00%","1,0000%"
08/1980,"4149,6",-,70136,70136,FALSE,-,-,1,"0,000001","1,0320064077","0,1800476625","1,0320064077","0,0900409403","1,0515","115753,136567688","1,0495",-,"1,0320064077","0,000128049","0,00%","1,0000%"
09/1980,"4149,6",-,70136,70136,FALSE,-,-,1,"0,000001","1,0300048119","0,174463706","1,0300048119","0,0872484314","1,0445","110083,819845638","1,0423",-,"1,0300048119","0,0001240777","0,00%","1,0000%"
10/1980,"4149,6",-,70136,70136,FALSE,-,-,1,"0,000001","1,0319940925","0,1693814475","1,0319940925","0,0847068192","1,0965","105393,795926891","1,0948",-,"1,0319940925","0,0001204632","0,00%","1,0000%"
11/1980,"5788,8",-,93706,93706,FALSE,-,-,1,"0,000001","1,0319952102","0,1641302492","1,0319952102","0,0820807211","1,0803","96118,3729383411","1,0667",-,"1,0319952102","0,0001167286","0,00%","1,0000%"
12/1980,"5788,8",-,93706,93706,FALSE,-,-,1,"0,000001","1,0449978775","0,1590416773","1,0449978775","0,0795359516","1,068","88973,7785229486","1,0661",-,"1,0449978775","0,0001131096","0,00%","1,0000%"
01/1981,"5788,8",-,93706,93706,FALSE,-,-,1,"0,000001","1,0500067705","0,1521933017","1,0500067705","0,076111113","1,0621","83308,7813885284","1,0684",-,"1,0500067705","0,0001082391","0,00%","1,0000%"
02/1981,"5788,8",-,93706,93706,FALSE,-,-,1,"0,000001","1,0649961957","0,144945067","1,0649961957","0,0724863069","1,0605","78437,7943588441","1,064",-,"1,0649961957","0,0001030842","0,00%","1,0000%"
03/1981,"5788,8",-,93706,93706,FALSE,-,-,1,"0,000001","1,0630032815","0,1360991407","1,0630032815","0,0680625031","1,0535","73963,0309842943","1,0497",-,"1,0630032815","0,000096793","0,00%","1,0000%"
04/1981,"5788,8",-,93706,93706,FALSE,-,-,1,"0,000001","1,0599981774","0,1280326628","1,0599981774","0,0640284977","1,0654","70206,9586941569","1,0646",-,"1,0599981774","0,0000910562","0,00%","1,0000%"
05/1981,"8464,8",-,133540,133540,FALSE,-,-,1,"0,000001","1,0599980656","0,1207857386","1,0599980656","0,060404347","1,0551","65897,2767919626","1,0556",-,"1,0599980656","0,0000859022","0,00%","1,0000%"
06/1981,"8464,8",-,133540,133540,FALSE,-,-,1,"0,000001","1,0599983779","0,1139490179","1,0599983779","0,056985337","1,0507","62455,9537408423","1,0552",-,"1,0599983779","0,0000810399","0,00%","1,0000%"
07/1981,"8464,8",-,133540,133540,FALSE,-,-,1,"0,000001","1,0599977045","0,107499238","1,0599977045","0,0537598341","1,062","59442,2325505304","1,0626",-,"1,0599977045","0,0000764529","0,00%","1,0000%"
08/1981,"8464,8",-,133540,133540,FALSE,-,-,1,"0,000001","1,0580003068","0,1014145951","1,0580003068","0,0507169345","1,0612","55971,9703865635","1,055",-,"1,0580003068","0,0000721255","0,00%","1,0000%"
09/1981,"8464,8",-,133540,133540,FALSE,-,-,1,"0,000001","1,0570039657","0,095854977","1,0570039657","0,0479365971","1,0528","52744,0354189252","1,0526",-,"1,0570039657","0,0000681716","0,00%","1,0000%"
10/1981,"8464,8",-,133540,133540,FALSE,-,-,1,"0,000001","1,0570038487","0,0906855415","1,0570038487","0,0453513882","1,0462","50098,8178371249","1,0508",-,"1,0570038487","0,0000644951","0,00%","1,0000%"
11/1981,11928,-,184390,184390,FALSE,-,-,1,"0,000001","1,0549983207","0,0857949019","1,0549983207","0,0429056036","1,0523","47886,4632356385","1,0527",-,"1,0549983207","0,0000610169","0,00%","1,0000%"
12/1981,11928,-,238560,184390,FALSE,-,-,1,"0,000001","1,0520009551","0,0813223114","1,0520009551","0,0406688833","1,0569","45506,4746133598","1,0593",-,"1,0520009551","0,000057836","0,00%","1,0000%"
01/1982,11928,-,238560,184390,FALSE,-,-,1,"0,000001","1,0500013756","0,0773025072","1,0500013756","0,0386585993","1,0671","43056,5565458982","1,0697",-,"1,0500013756","0,0000549771","0,00%","1,0000%"
02/1982,11928,-,238560,184390,FALSE,-,-,1,"0,000001","1,0499980349","0,073621339","1,0499980349","0,0368176653","1,0658","40349,1299277464","1,0664",-,"1,0499980349","0,0000523591","0,00%","1,0000%"
03/1982,11928,-,238560,184390,FALSE,-,-,1,"0,000001","1,0500003119","0,0701156921","1,0500003119","0,0350645088","1,0524","37858,0689883153","1,0571",-,"1,0500003119","0,0000498659","0,00%","1,0000%"
04/1982,11928,-,238560,184390,FALSE,-,-,1,"0,000001","1,0549983959","0,0667768298","1,0549983959","0,0333947604","1,0565","35973,079616415","1,0589",-,"1,0549983959","0,0000474913","0,00%","1,0000%"
05/1982,16608,-,332160,282900,FALSE,-,-,1,"0,000001","1,0549977192","0,0632956695","1,0549977192","0,0316538494","1,0666","34049,2944783862","1,0666",-,"1,0549977192","0,0000450155","0,00%","1,0000%"
06/1982,16608,-,332160,282900,FALSE,-,-,1,"0,000001","1,0550024822","0,059996025","1,0550024822","0,0300037136","1,0714","31923,2087740356","1,071",-,"1,0550024822","0,0000426689","0,00%","1,0000%"
07/1982,16608,-,332160,282900,FALSE,-,-,1,"0,000001","1,0599976725","0,0568681363","1,0599976725","0,0284394721","1,0639","29795,7894101507","1,0636",-,"1,0599976725","0,0000404443","0,00%","1,0000%"
08/1982,16608,-,332160,282900,FALSE,-,-,1,"0,000001","1,0700003341","0,053649303","1,0700003341","0,0268297495","1,0557","28006,1936367617","1,0597",-,"1,0700003341","0,0000381551","0,00%","1,0000%"
09/1982,16608,-,332160,282900,FALSE,-,-,1,"0,000001","1,0699978587","0,0501395199","1,0699978587","0,0250745244","1,043","26528,5532222807","1,0508",-,"1,0699978587","0,000035659","0,00%","1,0000%"
10/1982,16608,-,332160,282900,FALSE,-,-,1,"0,000001","1,0700006254","0,0468594581","1,0700006254","0,0234341819","1,0391","25434,8544796554","1,0444",-,"1,0700006254","0,0000333262","0,00%","1,0000%"
11/1982,23568,-,471360,401152,FALSE,-,-,1,"0,000001","1,0650002922","0,0437938605","1,0650002922","0,0219010918","1,0526","24477,7735344581","1,0529",-,"1,0650002922","0,000031146","0,00%","1,0000%"
12/1982,23568,-,471360,401152,FALSE,-,-,1,"0,000001","1,0649990671","0,0411209845","1,0649990671","0,0205643998","1,0819","23254,5824952101","1,0781",-,"1,0649990671","0,000029245","0,00%","1,0000%"
01/1983,23568,-,471360,401152,FALSE,-,-,1,"0,000001","1,0600014428","0,0386112869","1,0600014428","0,0193093125","1,0914","21494,2069463075","1,0864",-,"1,0600014428","0,0000274601","0,00%","1,0000%"
02/1983,23568,-,471360,401152,FALSE,-,-,1,"0,000001","1,0669985319","0,0364256928","1,0669985319","0,0182163077","1,0804","19694,1606618174","1,0786",-,"1,0669985319","0,0000259058","0,00%","1,0000%"
03/1983,23568,-,471360,401152,FALSE,-,-,1,"0,000001","1,0900003645","0,0341384657","1,0900003645","0,0170724768","1,0722","18228,5826192312","1,0734",-,"1,0900003645","0,0000242791","0,00%","1,0000%"
04/1983,23568,-,471360,401152,FALSE,-,-,1,"0,000001","1,0900009196","0,0313196828","1,0900009196","0,0156628176","1,0657","17001,1029838008","1,0658",-,"1,0900009196","0,0000222744","0,00%","1,0000%"
05/1983,34776,-,695520,591699,FALSE,-,-,1,"0,000001","1,0800003068","0,0287336297","1,0800003068","0,0143695453","1,0671","15952,991445811","1,0648",-,"1,0800003068","0,0000204352","0,00%","1,0000%"
06/1983,34776,-,695520,591699,FALSE,-,-,1,"0,000001","1,0779990247","0,0266052051","1,0779990247","0,0133051307","1,1083","14949,8561014066","1,0988",-,"1,0779990247","0,0000189215","0,00%","1,0000%"
07/1983,34776,-,695520,591699,FALSE,-,-,1,"0,000001","1,0899990119","0,0246801755","1,0899990119","0,012342433","1,1143","13488,997655334","1,1008",-,"1,0899990119","0,0000175524","0,00%","1,0000%"
08/1983,34776,-,695520,591699,FALSE,-,-,1,"0,000001","1,0849995266","0,0226423834","1,0849995266","0,0113233433","1,0985","12105,3555194597","1,0911",-,"1,0849995266","0,0000161031","0,00%","1,0000%"
09/1983,34776,-,695520,591699,FALSE,-,-,1,"0,000001","1,0949991088","0,0208685652","1,0949991088","0,0104362656","1,1127","11019,8957846698","1,103",-,"1,0949991088","0,0000148416","0,00%","1,0000%"
10/1983,34776,-,695520,591699,FALSE,-,-,1,"0,000001","1,0970005884","0,0190580659","1,0970005884","0,009530844","1,101","9903,7438524937","1,0887",-,"1,0970005884","0,000013554","0,00%","1,0000%"
11/1983,57120,-,1142400,971570,FALSE,-,-,1,"0,000001","1,0839996599","0,0173728858","1,0839996599","0,0086880938","1,0737","8995,2260240633","1,0738",-,"1,0839996599","0,0000123555","0,00%","1,0000%"
12/1983,57120,-,1142400,971570,FALSE,-,-,1,"0,000001","1,0760003936","0,0160266524","1,0760003936","0,0080148492","1,0834","8377,7833883425","1,0868",-,"1,0760003936","0,0000113981","0,00%","1,0000%"
01/1984,57120,-,1142400,971570,FALSE,-,-,1,"0,000001","1,0980005248","0,014894653","1,0980005248","0,0074487418","1,0939","7732,8626438457","1,0967",-,"1,0980005248","0,000010593","0,00%","1,0000%"
02/1984,57120,-,1142400,971570,FALSE,-,-,1,"0,000001","1,1230005709","0,0135652512","1,1230005709","0,0067839146","1,0974","7069,0763724707","1,095",-,"1,1230005709","0,0000096475","0,00%","1,0000%"
03/1984,57120,-,1142400,971570,FALSE,-,-,1,"0,000001","1,0999998925","0,0120794696","1,0999998925","0,0060408826","1,0983","6441,6588048758","1,0894",-,"1,0999998925","0,0000085909","0,00%","1,0000%"
04/1984,57120,-,1142400,971570,FALSE,-,-,1,"0,000001","1,0889998798","0,010981337","1,0889998798","0,005491712","1,0952","5865,1177318363","1,0954",-,"1,0889998798","0,0000078099","0,00%","1,0000%"
05/1984,97176,-,1943520,1652640,FALSE,-,-,1,"0,000001","1,088999721","0,0100838735","1,088999721","0,005042895","1,0871","5355,2937653728","1,0905",-,"1,088999721","0,0000071716","0,00%","1,0000%"
06/1984,97176,-,1943520,1652640,FALSE,-,-,1,"0,000001","1,0919996573","0,0092597577","1,0919996573","0,0046307587","1,0996","4926,2200031026","1,1008",-,"1,0919996573","0,0000065855","0,00%","1,0000%"
07/1984,97176,-,1943520,1652640,FALSE,-,-,1,"0,000001","1,1029999238","0,0084796342","1,1029999238","0,0042406229","1,0911","4480,0109158809","1,0972",-,"1,1029999238","0,0000060307","0,00%","1,0000%"
08/1984,97176,-,1943520,1652640,FALSE,-,-,1,"0,000001","1,106000041","0,0076877922","1,106000041","0,0038446266","1,0857","4105,958130218","1,0935",-,"1,106000041","0,0000054675","0,00%","1,0000%"
09/1984,97176,-,1943520,1652640,FALSE,-,-,1,"0,000001","1,1049740841","0,0069509873","1,1049740841","0,0034761542","1,111","3781,8533022179","1,1175",-,"1,1049740841","0,0000049435","0,00%","1,0000%"
10/1984,97176,-,1943520,1652640,FALSE,-,-,1,"0,000001","1,1260261935","0,0062906338","1,1260261935","0,0031459146","1,1049","3404,0083728334","1,1044",-,"1,1260261935","0,0000044739","0,00%","1,0000%"
11/1984,166560,-,3331200,2830980,FALSE,-,-,1,"0,000001","1,0989998862","0,0055865785","1,0989998862","0,0027938201","1,1033","3080,8293717381","1,1053",-,"1,0989998862","0,0000039731","0,00%","1,0000%"
12/1984,166560,-,3331200,2830980,FALSE,-,-,1,"0,000001","1,1050000769","0,0050833295","1,1050000769","0,0025421478","1,1162","2792,376843776","1,1198",-,"1,1050000769","0,0000036152","0,00%","1,0000%"
01/1985,166560,-,3331200,2830980,FALSE,-,-,1,"0,000001","1,126000018","0,0046002979","1,126000018","0,0023005861","1,1184","2501,6814583193","1,1176",-,"1,126000018","0,0000032717","0,00%","1,0000%"
02/1985,166560,-,3331200,2830980,FALSE,-,-,1,"0,000001","1,1019999637","0,004085522","1,1019999637","0,0020431492","1,1095","2236,83964442","1,1087",-,"1,1019999637","0,0000029056","0,00%","1,0000%"
03/1985,166560,-,3331200,2830980,FALSE,-,-,1,"0,000001","1,1269998552","0,0037073704","1,1269998552","0,0018540375","1,0994","2016,0789945201","1,1016",-,"1,1269998552","0,0000026367","0,00%","1,0000%"
04/1985,166560,-,3331200,2830980,FALSE,-,-,1,"0,000001","1,1182930081","0,0032895926","1,1182930081","0,0016451089","1,0858","1833,7993401128","1,082",-,"1,1182930081","0,0000023395","0,00%","1,0000%"
