10/1964,42000,-,210000,210000,FALSE,-,-,1,"0,000001",1,"0,0112394753",1,"0,0056208057",1,"8752,2268603778",-,-,1,"0,0000079935","0,00%","1,0000%",7,"0,007379",0,0,1,0,,,,,,,,,,,,
11/1964,42000,-,210000,210000,FALSE,-,-,1,"0,000001",1,"0,0112394753",1,"0,0056208057",1,"8752,2268603778",-,-,1,"0,0000079935","0,00%","1,0000%",-,-,1,13,7,"0,007379",0,0,1,0,,,,,,,,
12/1964,42000,-,210000,210000,FALSE,-,-,1,"0,000001","1,13","0,0112394753","1,13","0,0056208057","1,13","8752,2268603778",-,-,"1,13","0,0000079935","0,00%","1,0000%",6,"0,008477",0,0,1,0,,,,,,,,,,,,
01/1965,42000,-,210000,210000,FALSE,-,-,1,"0,000001",1,"0,0099464383",1,"0,0049741643",1,"7745,3335047591",-,-,1,"0,0000070739","0,00%","1,0000%",6,"0,008477",0,0,1,0,,,,,,,,,,,,
02/1965,42000,-,210000,210000,FALSE,-,-,1,"0,000001",1,"0,0099464383",1,"0,0049741643",1,"7745,3335047591",-,-,1,"0,0000070739","0,00%","1,0000%",-,-,1,185840708,6,"0,008477",0,0,1,0,,,,,,,,
03/1965,66000,-,330000,330000,FALSE,-,-,1,"0,000001","1,185840708","0,0099464383","1,185840708","0,0049741643","1,185840708","7745,3335047591",-,-,"1,185840708","0,0000070739","0,00%","1,0000%",5,"0,007746",0,0,1,0,,,,,,,,,,,,
04/1965,66000,-,330000,330000,FALSE,-,-,1,"0,000001",1,"0,0083876682",1,"0,0041946311",1,"6531,5125823715",-,-,1,"0,0000059653","0,00%","1,0000%",5,"0,007746",0,0,1,0,,,,,,,,,,,,
05/1965,66000,-,330000,330000,FALSE,-,-,1,"0,000001",1,"0,0083876682",1,"0,0041946311",1,"6531,5125823715",-,-,1,"0,0000059653","0,00%","1,0000%",-,-,1,1343283582,5,"0,007746",0,0,1,0,,,,,,,,
06/1965,66000,-,330000,330000,FALSE,-,-,1,"0,000001","1,1343283582","0,0083876682","1,1343283582","0,0041946311","1,1343283582","6531,5125823715",-,-,"1,1343283582","0,0000059653","0,00%","1,0000%",5,"0,000907",0,0,1,0,,,,,,,,,,,,
07/1965,66000,-,330000,330000,FALSE,-,-,1,"0,000001",1,"0,0073943917",1,"0,0036978985",1,"5758,0439870907",-,-,1,"0,0000052589","0,00%","1,0000%",-,-,1,328947368,5,"0,000907",0,0,1,0,,,,,,,,
08/1965,66000,-,330000,330000,FALSE,-,-,1,"0,000001","1,0328947368","0,0073943917","1,0328947368","0,0036978985","1,0328947368","5758,0439870907",-,-,"1,0328947368","0,0000052589","0,00%","1,0000%",-,-,1,127388535,4,"0,009286",0,0,1,0,,,,,,,,
09/1965,66000,-,330000,330000,FALSE,-,-,1,"0,000001","1,0127388535","0,0071589015","1,0127388535","0,003580131","1,0127388535","5574,6667900496",-,-,"1,0127388535","0,0000050914","0,00%","1,0000%",-,-,1,94339623,4,"0,008666",0,0,1,0,,,,,,,,
10/1965,66000,-,330000,330000,FALSE,-,-,1,"0,000001","1,0094339623","0,0070688524","1,0094339623","0,0035350979","1,0094339623","5504,5451952062",-,-,"1,0094339623","0,0000050273","0,00%","1,0000%",-,-,1,15576324,4,"0,008211",0,0,1,0,,,,,,,,
11/1965,66000,-,330000,330000,FALSE,-,-,1,"0,000001","1,015576324","0,0070027884","1,015576324","0,0035020596","1,015576324","5453,1008475874",-,-,"1,015576324","0,0000049803","0,00%","1,0000%",-,-,1,18404908,4,"0,007472",0,0,1,0,,,,,,,,
12/1965,66000,-,330000,330000,FALSE,-,-,1,"0,000001","1,018404908","0,0068953836","1,018404908","0,0034483471","1,018404908","5369,4643315201",-,-,"1,018404908","0,000004904","0,00%","1,0000%",-,-,1,271084337,4,"0,006614",0,0,1,0,,,,,,,,
01/1966,66000,-,330000,330000,FALSE,-,-,1,"0,000001","1,0271084337","0,0067707683","1,0271084337","0,0033860275","1,0271084337","5272,4258195047",-,-,"1,0271084337","0,0000048153","0,00%","1,0000%",-,-,1,146627566,4,"0,005384",0,0,1,0,,,,,,,,
02/1966,66000,-,330000,330000,FALSE,-,-,1,"0,000001","1,0146627566","0,0065920676","1,0146627566","0,0032966602","1,0146627566","5133,2708858521",-,-,"1,0146627566","0,0000046882","0,00%","1,0000%",-,-,1,173410405,4,"0,004728",0,0,1,0,,,,,,,,
03/1966,84000,-,420000,420000,FALSE,-,-,1,"0,000001","1,0173410405","0,0064968066","1,0173410405","0,0032490206","1,0173410405","5059,0906707386",-,-,"1,0173410405","0,0000046205","0,00%","1,0000%",-,-,1,386363636,4,"0,003965",0,0,1,0,,,,,,,,
04/1966,84000,-,420000,420000,FALSE,-,-,1,"0,000001","1,0386363636","0,0063860655","1,0386363636","0,0031936396","1,0386363636","4972,8561706692",-,-,"1,0386363636","0,0000045417","0,00%","1,0000%",-,-,1,443107221,4,"0,000233",0,0,1,0,,,,,,,,
05/1966,84000,-,420000,420000,FALSE,-,-,1,"0,000001","1,0443107221","0,0061485095","1,0443107221","0,003074839","1,0443107221","4787,8702737297",-,-,"1,0443107221","0,0000043728","0,00%","1,0000%",-,-,1,408590885,4,"0,000534",0,0,1,0,,,,,,,,
06/1966,84000,-,420000,420000,FALSE,-,-,1,"0,000001","1,0408590885","0,0058876246","1,0408590885","0,0029443718","1,0408590885","4584,7181039171",-,-,"1,0408590885","0,0000041872","0,00%","1,0000%",-,-,1,281831907,3,"0,008943",0,0,1,0,,,,,,,,
07/1966,84000,-,420000,420000,FALSE,-,-,1,"0,000001","1,0281831907","0,0056565049","1,0281831907","0,00282879","1,0281831907","4404,7442679305",-,-,"1,0281831907","0,0000040229","0,00%","1,0000%",-,-,1,283896231,3,"0,007875",0,0,1,0,,,,,,,,
08/1966,84000,-,420000,420000,FALSE,-,-,1,"0,000001","1,0283896231","0,0055014564","1,0283896231","0,002751251","1,0283896231","4284,0072738022",-,-,"1,0283896231","0,0000039126","0,00%","1,0000%",-,-,1,285578296,3,"0,000683",0,0,1,0,,,,,,,,
09/1966,84000,-,420000,420000,FALSE,-,-,1,"0,000001","1,0285578296","0,0053495837","1,0285578296","0,0026753002","1,0285578296","4165,7433890423",-,-,"1,0285578296","0,0000038046","0,00%","1,0000%",-,-,1,263766775,3,"0,005807",0,0,1,0,,,,,,,,
10/1966,84000,-,420000,420000,FALSE,-,-,1,"0,000001","1,0263766775","0,0052010529","1,0263766775","0,0026010207","1,0263766775","4050,0818419148",-,-,"1,0263766775","0,000003699","0,00%","1,0000%",-,-,1,22993688,3,"0,004887",0,0,1,0,,,,,,,,
11/1966,84000,-,420000,420000,FALSE,-,-,1,"0,000001","1,022993688","0,0050673919","1,022993688","0,0025341775","1,022993688","3945,9994861938",-,-,"1,022993688","0,0000036039","0,00%","1,0000%",-,-,1,237990304,3,"0,004103",0,0,1,0,,,,,,,,
12/1966,84000,-,840000,840000,FALSE,-,-,1,"0,000001","1,0237990304","0,0049534929","1,0237990304","0,0024772171","1,0237990304","3857,3058000784",-,-,"1,0237990304","0,0000035229","0,00%","1,0000%",-,-,0,10236763,3,"0,000331",0,0,1,0,,,,,,,,
01/1967,84000,-,840000,840000,FALSE,-,-,1,"0,000001","0,0010236763","0,004838345","0,0010236763","0,0024196322","0,0010236763","3767,6396299517",-,-,"0,0010236763","0,000003441","0,00%","1,0000%",-,-,1,210260723,0,32539626,0,0,1,0,,,,,,,,
02/1967,84,-,840,840,FALSE,-,-,1,"0,000001","1,0210260723","4,7264404258","1,0210260723","2,3636693427","1,0210260723","3680499,10024329",-,-,"1,0210260723","0,0033614196","0,00%","1,0000%",-,-,1,148270181,0,31869535,0,0,1,0,,,,,,,,
03/1967,105,-,1050,1050,FALSE,-,-,1,"0,000001","1,0148270181","4,6291084565","1,0148270181","2,3149941091","1,0148270181","3604706,28516414",-,-,"1,0148270181","0,0032921976","0,00%","1,0000%",-,-,1,150162338,0,31403908,0,0,1,0,,,,,,,,
04/1967,105,-,1050,1050,FALSE,-,-,1,"0,000001","1,0150162338","4,5614753784","1,0150162338","2,2811711432","1,0150162338","3552040,12190688",-,-,"1,0150162338","0,0032440973","0,00%","1,0000%",-,-,1,179928029,0,30939316,0,0,1,0,,,,,,,,
05/1967,105,-,1050,1050,FALSE,-,-,1,"0,000001","1,0179928029","4,493992536","1,0179928029","2,2474233095","1,0179928029","3499490,9477723",-,-,"1,0179928029","0,0031961039","0,00%","1,0000%",-,-,1,282796544,0,30392471,0,0,1,0,,,,,,,,
06/1967,105,-,1050,1050,FALSE,-,-,1,"0,000001","1,0282796544","4,4145621887","1,0282796544","2,207700588","1,0282796544","3437638,20124844",-,-,"1,0282796544","0,0031396134","0,00%","1,0000%",-,-,1,25210084,0,2955662,0,0,1,0,,,,,,,,
07/1967,105,-,1050,1050,FALSE,-,-,1,"0,000001","1,025210084","4,2931532973","1,025210084","2,1469846054","1,025210084","3343096,58532411",-,-,"1,025210084","0,0030532681","0,00%","1,0000%",-,-,1,152757079,0,28829817,0,0,1,0,,,,,,,,
08/1967,105,-,1050,1050,FALSE,-,-,1,"0,000001","1,0152757079","4,187583954","1,0152757079","2,094189902","1,0152757079","3260889,29224238",-,-,"1,0152757079","0,0029781877","0,00%","1,0000%",-,-,1,47706422,0,28396048,0,0,1,0,,,,,,,,
09/1967,105,-,1050,1050,FALSE,-,-,1,"0,000001","1,0047706422","4,1245781036","1,0047706422","2,0626809897","1,0047706422","3211826,37078111",-,-,"1,0047706422","0,0029333783","0,00%","1,0000%",-,-,1,69393718,0,28261224,0,0,1,0,,,,,,,,
10/1967,105,-,1050,1050,FALSE,-,-,1,"0,000001","1,0069393718","4,104994643","1,0069393718","2,0528873984","1,0069393718","3196576,64732598",-,-,"1,0069393718","0,0029194506","0,00%","1,0000%",-,-,1,141458107,0,2806646,0,0,1,0,,,,,,,,
11/1967,105,-,1050,1050,FALSE,-,-,1,"0,000001","1,0141458107","4,0767048721","1,0141458107","2,0387398248","1,0141458107","3174547,28341623",-,-,"1,0141458107","0,0028993311","0,00%","1,0000%",-,-,1,185979971,0,27674975,0,0,1,0,,,,,,,,
12/1967,105,-,1050,1050,FALSE,-,-,1,"0,000001","1,0185979971","4,019840963","1,0185979971","2,0103024667","1,0185979971","3130267,11744582",-,-,"1,0185979971","0,0028588898","0,00%","1,0000%",-,-,1,175561798,0,27169673,0,0,1,0,,,,,,,,
01/1968,105,-,1050,1050,FALSE,-,-,1,"0,000001","1,0175561798","3,9464449903","1,0175561798","1,9735975059","1,0175561798","3073113,36389696",-,-,"1,0175561798","0,002806691","0,00%","1,0000%",-,-,1,144927536,0,26700908,0,0,1,0,,,,,,,,
02/1968,105,-,1050,1050,FALSE,-,-,1,"0,000001","1,0144927536","3,8783558773","1,0144927536","1,9395464793","1,0144927536","3020092,08432662",-,-,"1,0144927536","0,0027582663","0,00%","1,0000%",45763554,-,-,1,146258503,0,26319466,0,0,1,0,,,,,,,
03/1968,"129,6",-,1296,1296,FALSE,-,-,1,"0,000001","1,0146258503","3,8229507933","1,0146258503","1,9118386724","1,0146258503","2976947,91169338",-,-,"1,0146258503","0,0027188625","0,00%","1,0000%",50735785,-,-,1,187730473,0,2594007,0,0,1,0,,,,,,,
04/1968,"129,6",-,1296,1296,FALSE,-,-,1,"0,000001","1,0187730473","3,7678428872","1,0187730473","1,8842794827","1,0187730473","2934035,15265791",-,-,"1,0187730473","0,0026796701","0,00%","1,0000%",51182906,-,-,1,266535044,0,2546207,0,0,1,0,,,,,,,
05/1968,"129,6",-,1296,1296,FALSE,-,-,1,"0,000001","1,0266535044","3,6984124161","1,0266535044","1,8495576495","1,0266535044","2879969,35188502",-,-,"1,0266535044","0,0026302915","0,00%","1,0000%",70046425,-,-,1,28525641,0,24801035,0,0,1,0,,,,,,,
06/1968,"129,6",-,1296,1296,FALSE,-,-,1,"0,000001","1,028525641","3,6023959399","1,028525641","1,8015402875","1,028525641","2805200,91678799",-,-,"1,028525641","0,0025620051","0,00%","1,0000%",37720427,-,-,1,224368962,0,24113191,0,0,1,0,,,,,,,
07/1968,"129,6",-,1296,1296,FALSE,-,-,1,"0,000001","1,0224368962","3,5024853015","1,0224368962","1,7515754743","1,0224368962","2727400,08114009",-,-,"1,0224368962","0,0024909492","0,00%","1,0000%",71607695,-,-,1,182871076,0,23584038,0,0,1,0,,,,,,,
08/1968,"129,6",-,1296,1296,FALSE,-,-,1,"0,000001","1,0182871076","3,4256249108","1,0182871076","1,7131379753","1,0182871076","2667548,57067313",-,-,"1,0182871076","0,0024362864","0,00%","1,0000%",7047246,-,-,1,140676444,0,231605,0,0,1,0,,,,,,,
09/1968,"129,6",-,1296,1296,FALSE,-,-,1,"0,000001","1,0140676444","3,3641051579","1,0140676444","1,6823722529","1,0140676444","2619642,87949073",-,-,"1,0140676444","0,0023925339","0,00%","1,0000%",26489034,-,-,1,150531287,0,22839206,0,0,1,0,,,,,,,
10/1968,"129,6",-,1296,1296,FALSE,-,-,1,"0,000001","1,0150531287","3,3174366389","1,0150531287","1,6590335587","1,0150531287","2583301,90684136",-,-,"1,0150531287","0,0023593435","0,00%","1,0000%",9594209,-,-,1,162838034,0,22500503,0,0,1,0,,,,,,,
11/1968,"129,6",-,1296,1296,FALSE,-,-,1,"0,000001","1,0162838034","3,2682394104","1,0162838034","1,6344302695","1,0162838034","2544991,81749885",-,-,"1,0162838034","0,0023243547","0,00%","1,0000%",84848311,-,-,1,191702432,0,2213998,0,0,1,0,,,,,,,
12/1968,"129,6",-,1296,1296,FALSE,-,-,1,"0,000001","1,0191702432","3,2158727704","1,0191702432","1,6082419734","1,0191702432","2504213,69395666",-,-,"1,0191702432","0,0022871118","0,00%","1,0000%",38726796,-,-,1,182481752,0,21723535,0,0,1,0,,,,,,,
01/1969,"129,6",-,1296,1296,FALSE,-,-,1,"0,000001","1,0182481752","3,155383305","1,0182481752","1,5779914927","1,0182481752","2457110,29207707",-,-,"1,0182481752","0,002244092","0,00%","1,0000%",541628,-,-,1,17645437,0,21334224,0,0,1,0,,,,,,,
02/1969,"129,6",-,1296,1296,FALSE,-,-,1,"0,000001","1,017645437","3,0988352171","1,017645437","1,5497120753","1,017645437","2413076,05745204",-,-,"1,017645437","0,0022038753","0,00%","1,0000%",87007545,-,-,1,140883229,0,209643,0,0,1,0,,,,,,,
03/1969,"129,6",-,1296,1296,FALSE,-,-,1,"0,000001","1,0140883229","3,0451030432","1,0140883229","1,5228408824","1,0140883229","2371234,58693539",-,-,"1,0140883229","0,0021656613","0,00%","1,0000%",8454408,-,-,1,154955918,0,20673051,0,0,1,0,,,,,,,
04/1969,"129,6",-,1296,1296,FALSE,-,-,1,"0,000001","1,0154955918","3,0027986461","1,0154955918","1,5016846639","1,0154955918","2338291,97445326",-,-,"1,0154955918","0,0021355746","0,00%","1,0000%",-,-,1,123651671,0,20357598,0,0,1,0,,,,,,,,
05/1969,156,-,1560,1560,FALSE,-,-,1,"0,000001","1,0123651671","2,9569785142","1,0123651671","1,4787702439","1,0123651671","2302611,64440372",-,-,"1,0123651671","0,0021029876","0,00%","1,0000%",-,-,1,135135135,0,20108947,0,0,1,0,,,,,,,,
06/1969,156,-,1560,1560,FALSE,-,-,1,"0,000001","1,0135135135","2,9208615729","1,0135135135","1,4607083412","1,0135135135","2274487,2298281",-,-,"1,0135135135","0,0020773014","0,00%","1,0000%",-,-,1,69230769,0,19840828,0,0,1,0,,,,,,,,
07/1969,156,-,1560,1560,FALSE,-,-,1,"0,000001","1,0069230769","2,8819167519","1,0069230769","1,44123223","1,0069230769","2244160,73343039",-,-,"1,0069230769","0,0020496041","0,00%","1,0000%",-,-,1,73847721,0,19704413,0,0,1,0,,,,,,,,
08/1969,156,-,1560,1560,FALSE,-,-,1,"0,000001","1,0073847721","2,8621021982","1,0073847721","1,4313230703","1,0073847721","2228731,05688275",-,-,"1,0073847721","0,0020355121","0,00%","1,0000%",-,-,1,91001011,0,19559967,0,0,1,0,,,,,,,,
09/1969,156,-,1560,1560,FALSE,-,-,1,"0,000001","1,0091001011","2,8411211659","1,0091001011","1,4208305604","1,0091001011","2212393,03851834",-,-,"1,0091001011","0,0020205905","0,00%","1,0000%",-,-,1,162825651,0,19383575,0,0,1,0,,,,,,,,
10/1969,156,-,1560,1560,FALSE,-,-,1,"0,000001","1,0162825651","2,8154998328","1,0162825651","1,4080174592","1,0162825651","2192441,59829122",-,-,"1,0162825651","0,0020023687","0,00%","1,0000%",-,-,1,20951442,0,19073017,0,0,1,0,,,,,,,,
11/1969,156,-,1560,1560,FALSE,-,-,1,"0,000001","1,020951442","2,7703907647","1,020951442","1,3854586386","1,020951442","2157314,97667699",-,-,"1,020951442","0,0019702874","0,00%","1,0000%",-,-,1,224529213,0,1868161,0,0,1,0,,,,,,,,
12/1969,156,-,1560,1560,FALSE,-,-,1,"0,000001","1,0224529213","2,7135382261","1,0224529213","1,3570269669","1,0224529213","2113043,66498757",-,-,"1,0224529213","0,0019298541","0,00%","1,0000%",-,-,1,224321133,0,18271365,0,0,1,0,,,,,,,,
01/1970,156,-,1560,1560,FALSE,-,-,1,"0,000001","1,0224321133","2,6539493111","1,0224321133","1,327226847","1,0224321133","2066641,52547309",-,-,"1,0224321133","0,0018874748","0,00%","1,0000%",-,-,1,200923788,0,17870492,0,0,1,0,,,,,,,,
02/1970,156,-,1560,1560,FALSE,-,-,1,"0,000001","1,0200923788","2,5957217858","1,0200923788","1,2981075513","1,0200923788","2021299,50586109",-,-,"1,0200923788","0,0018460637","0,00%","1,0000%",-,-,1,113199004,0,17518503,0,0,1,0,,,,,,,,
03/1970,156,-,1560,1560,FALSE,-,-,1,"0,000001","1,0113199004","2,5445948228","1,0113199004","1,2725392114","1,0113199004","1981486,72410653",-,-,"1,0113199004","0,0018097025","0,00%","1,0000%",-,-,1,91784195,0,17322415,0,0,1,0,,,,,,,,
