04/1970,156,-,1560,1560,FALSE,-,-,1,"0,000001","1,0091784195","2,516112678","1,0091784195","1,2582954325","1,0091784195","1959307,55772969",-,-,"1,0091784195","0,0017894461","0,00%","1,0000%",51584926,-,-,1,93167702,0,17164869,0,0,1,0,,,,,,,
05/1970,"187,2",-,1872,1872,FALSE,-,-,1,"0,000001","1,0093167702","2,4932287783","1,0093167702","1,2468513081","1,0093167702","1941487,76849568",-,-,"1,0093167702","0,0017731712","0,00%","1,0000%",88031835,-,-,1,153846154,0,17006424,0,0,1,0,,,,,,,
06/1970,"187,2",-,1872,1872,FALSE,-,-,1,"0,000001","1,0153846154","2,4702143588","1,0153846154","1,2353419114","1,0153846154","1923566,34294034",-,-,"1,0153846154","0,0017568035","0,00%","1,0000%",92758625,-,-,1,88744589,0,16748751,0,0,1,0,,,,,,,
07/1970,"187,2",-,1872,1872,FALSE,-,-,1,"0,000001","1,0088744589","2,4327868685","1,0088744589","1,2166246097","1,0088744589","1894421,39835033",-,-,"1,0088744589","0,0017301852","0,00%","1,0000%",29316638,-,-,1,94400343,0,16601422,0,0,1,0,,,,,,,
08/1970,"187,2",-,1872,1872,FALSE,-,-,1,"0,000001","1,0094400343","2,4113871127","1,0094400343","1,2059226983","1,0094400343","1877757,31825328",-,-,"1,0094400343","0,0017149659","0,00%","1,0000%",4602441,-,-,1,119022317,0,1644617,0,0,1,0,,,,,,,
09/1970,"187,2",-,1872,1872,FALSE,-,-,1,"0,000001","1,0119022317","2,388836415","1,0119022317","1,1946452066","1,0119022317","1860196,99476696",-,-,"1,0119022317","0,0016989279","0,00%","1,0000%",4882346,-,-,1,189035917,0,16252726,0,0,1,0,,,,,,,
10/1970,"187,2",-,1872,1872,FALSE,-,-,1,"0,000001","1,0189035917","2,3607383601","1,0189035917","1,1805935091","1,0189035917","1838316,92089446",-,-,"1,0189035917","0,0016789447","0,00%","1,0000%",21674881,-,-,1,212327355,0,15951191,0,0,1,0,,,,,,,
11/1970,"187,2",-,1872,1872,FALSE,-,-,1,"0,000001","1,0212327355","2,3169398748","1,0212327355","1,1586901045","1,0212327355","1804210,85557175",-,-,"1,0212327355","0,0016477955","0,00%","1,0000%",16985233,-,-,1,195801373,0,15619546,0,0,1,0,,,,,,,
12/1970,"187,2",-,1872,1872,FALSE,-,-,1,"0,000001","1,0195801373","2,2687677296","1,0195801373","1,1345994544","1,0195801373","1766699,00290241",-,-,"1,0195801373","0,0016135357","0,00%","1,0000%",93178549,-,-,1,184121956,0,15319586,0,0,1,0,,,,,,,
01/1971,"187,2",-,1872,1872,FALSE,-,-,1,"0,000001","1,0184121956","2,2251980464","1,0184121956","1,1128104726","1,0184121956","1732771,10678649",-,-,"1,0184121956","0,0015825492","0,00%","1,0000%",89763773,-,-,1,132192846,0,15042619,0,0,1,0,,,,,,,
02/1971,"187,2",-,1872,1872,FALSE,-,-,1,"0,000001","1,0132192846","2,1849679884","1,0132192846","1,0926916207","1,0132192846","1701443,79089785",-,-,"1,0132192846","0,0015539378","0,00%","1,0000%",9928022,-,-,1,99769762,0,1484636,0,0,1,0,,,,,,,
03/1971,"187,2",-,1872,1872,FALSE,-,-,1,"0,000001","1,0099769762","2,1564611152","1,0099769762","1,0784354752","1,0099769762","1679245,36845329",-,-,"1,0099769762","0,0015336638","0,00%","1,0000%",88325389,-,-,1,115881459,0,14699702,0,0,1,0,,,,,,,
04/1971,"187,2",-,1872,1872,FALSE,-,-,1,"0,000001","1,0115881459","2,1351586878","1,0115881459","1,0677822373","1,0115881459","1662657,07833939",-,-,"1,0115881459","0,0015185136","0,00%","1,0000%",47520159,-,-,1,142723005,0,14531311,0,0,1,0,,,,,,,
05/1971,"225,6",-,2562,2562,FALSE,-,-,1,"0,000001","1,0142723005","2,1106995929","1,0142723005","1,0555503656","1,0142723005","1643610,67800536",-,-,"1,0142723005","0,0015011185","0,00%","1,0000%",17227337,-,-,1,198111461,0,14326834,0,0,1,0,,,,,,,
06/1971,"225,6",-,2562,2562,FALSE,-,-,1,"0,000001","1,0198111461","2,0809989506","1,0198111461","1,0406972222","1,0198111461","1620482,66254",-,-,"1,0198111461","0,0014799955","0,00%","1,0000%",26605818,-,-,1,199709513,0,14048517,0,0,1,0,,,,,,,
07/1971,"225,6",-,2562,2562,FALSE,-,-,1,"0,000001","1,0199709513","2,0405728636","1,0199709513","1,0204803371","1,0199709513","1589002,6979627",-,-,"1,0199709513","0,0014512447","0,00%","1,0000%",27900471,-,-,1,21003916,0,13773448,0,0,1,0,,,,,,,
08/1971,"225,6",-,2562,2562,FALSE,-,-,1,"0,000001","1,021003916","2,0006186067","1,021003916","1,0004994121","1,021003916","1557890,14958678",-,-,"1,021003916","0,0014228294","0,00%","1,0000%",48560817,-,-,1,217921897,0,13490103,0,0,1,0,,,,,,,
09/1971,"225,6",-,2562,2562,FALSE,-,-,1,"0,000001","1,0217921897","1,9594622267","1,0217921897","0,9799173112","1,0217921897","1525841,5028554",-,-,"1,0217921897","0,0013935592","0,00%","1,0000%",5245604,-,-,1,201330831,0,13202394,0,0,1,0,,,,,,,
10/1971,"225,6",-,2562,2562,FALSE,-,-,1,"0,000001","1,0201330831","1,9176719557","1,0201330831","0,9590182046","1,0201330831","1493299,24251468",-,-,"1,0201330831","0,0013638382","0,00%","1,0000%",3625102,-,-,1,163907008,0,12941835,0,0,1,0,,,,,,,
11/1971,"225,6",-,2562,2562,FALSE,-,-,1,"0,000001","1,0163907008","1,8798252772","1,0163907008","0,9400912689","1,0163907008","1463827,87428977",-,-,"1,0163907008","0,0013369219","0,00%","1,0000%",7976713,-,-,1,123416159,0,1273313,0,0,1,0,,,,,,,
12/1971,"225,6",-,2562,2562,FALSE,-,-,1,"0,000001","1,0123416159","1,8495105039","1,0123416159","0,9249310016","1,0123416159","1440221,63244669",-,-,"1,0123416159","0,0013153622","0,00%","1,0000%",24600918,-,-,1,120286086,0,12577898,0,0,1,0,,,,,,,
01/1972,"225,6",-,2562,2562,FALSE,-,-,1,"0,000001","1,0120286086","1,8269628304","1,0120286086","0,9136550223","1,0120286086","1422663,66391069",-,-,"1,0120286086","0,0012993264","0,00%","1,0000%",9467531,-,-,1,133311918,0,12428402,0,0,1,0,,,,,,,
02/1972,"225,6",-,2562,2562,FALSE,-,-,1,"0,000001","1,0133311918","1,8052482063","1,0133311918","0,9027956468","1,0133311918","1405754,39453558",-,-,"1,0133311918","0,001283883","0,00%","1,0000%",95981114,-,-,1,114122682,0,12264896,0,0,1,0,,,,,,,
03/1972,"225,6",-,2562,2562,FALSE,-,-,1,"0,000001","1,0114122682","1,7814987054","1,0114122682","0,8909186396","1,0114122682","1387260,55799311",-,-,"1,0114122682","0,0012669925","0,00%","1,0000%",62034923,-,-,1,133207961,0,12126505,0,0,1,0,,,,,,,
04/1972,"225,6",-,2562,2562,FALSE,-,-,1,"0,000001","1,0133207961","1,7613971685","1,0133207961","0,880865961","1,0133207961","1371607,40642196",-,-,"1,0133207961","0,0012526964","0,00%","1,0000%",11126639,-,-,1,16857408,0,11967094,0,0,1,0,,,,,,,
05/1972,"268,8",-,2688,2688,FALSE,-,-,1,"0,000001","1,016857408","1,738242396","1,016857408","0,8692863744","1,016857408","1353576,68734589",-,-,"1,016857408","0,0012362289","0,00%","1,0000%",75748266,-,-,1,179467681,0,11768704,0,0,1,0,,,,,,,
06/1972,"268,8",-,2688,2688,FALSE,-,-,1,"0,000001","1,0179467681","1,7094259061","1,0179467681","0,8548753912","1,0179467681","1331137,16507658",-,-,"1,0179467681","0,0012157347","0,00%","1,0000%",6945239,-,-,1,143433438,0,11561218,0,0,1,0,,,,,,,
07/1972,"268,8",-,2688,2688,FALSE,-,-,1,"0,000001","1,0143433438","1,6792881118","1,0143433438","0,8398036302","1,0143433438","1307668,73754348",-,-,"1,0143433438","0,0011943009","0,00%","1,0000%",19331985,-,-,1,83959346,0,11397736,0,0,1,0,,,,,,,
08/1972,"268,8",-,2688,2688,FALSE,-,-,1,"0,000001","1,0083959346","1,6555421023","1,0083959346","0,827928369","1,0083959346","1289177,61973465",-,-,"1,0083959346","0,0011774128","0,00%","1,0000%",33763489,-,-,1,71574642,0,11302838,0,0,1,0,,,,,,,
09/1972,"268,8",-,2688,2688,FALSE,-,-,1,"0,000001","1,0071574642","1,6417580094","1,0071574642","0,8210350127","1,0071574642","1278443,88845728",-,-,"1,0071574642","0,0011676097","0,00%","1,0000%",24589535,-,-,1,95721537,0,11222513,0,0,1,0,,,,,,,
10/1972,"268,8",-,2688,2688,FALSE,-,-,1,"0,000001","1,0095721537","1,6300906936","1,0095721537","0,8152002461","1,0095721537","1269358,50041748",-,-,"1,0095721537","0,0011593119","0,00%","1,0000%",55831755,-,-,1,66082459,0,11116108,0,0,1,0,,,,,,,
11/1972,"268,8",-,2688,2688,FALSE,-,-,1,"0,000001","1,0066082459","1,6146351577","1,0066082459","0,8074710095","1,0066082459","1257323,20936339",-,-,"1,0066082459","0,00114832","0,00%","1,0000%",68851841,-,-,1,114171543,0,11043133,0,0,1,0,,,,,,,
12/1972,"268,8",-,2688,2688,FALSE,-,-,1,"0,000001","1,0114171543","1,6040352979","1,0114171543","0,8021700723","1,0114171543","1249069,05385736",-,-,"1,0114171543","0,0011407815","0,00%","1,0000%",6073776,-,-,1,987724,0,10918475,0,0,1,0,,,,,,,
01/1973,"268,8",-,2688,2688,FALSE,-,-,1,"0,000001","1,00987724","1,5859285075","1,00987724","0,7931149565","1,00987724","1234969,21975145",-,-,"1,00987724","0,001127904","0,00%","1,0000%",24276212,-,-,1,104792511,0,10811685,0,0,1,0,,,,,,,
02/1973,"268,8",-,2688,2688,FALSE,-,-,1,"0,000001","1,0104792511","1,5704171206","1,0104792511","0,7853577891","1,0104792511","1222890,43738697",-,-,"1,0104792511","0,0011168724","0,00%","1,0000%",794365,-,-,1,120298673,0,10699562,0,0,1,0,,,,,,,
