CompetenciaIndices,SalarioMinimo,SMReferencia,TetoContribuicao,TetoBeneficio,DataBase,FatorIntegral,FatorProporcional,MultiplicadorMoeda,AjusteMoeda,IndiceAtualizacao,IndiceAcumulado,IndiceRes134,IndiceRes134Acumulado,IndiceSalarios,IndiceSCAcumulado,IPCA,IPCAE,IndiceCondenatorias,IndiceCondenatoriasAcumulado,Selic,Juros
01/1994,"32.882,00",-,"295.795,39","295.795,39",TRUE,"0,75284100","0,42857200","1,0000000000","1,0000000000","1,4025000000","0,02968096494711","1,4025000000","0,0157419968","1,4025000000","13,3574820746","1,4131000000","1,3917000000","1,3917026149","0,0213720576","42,76%","1,0000%"
02/1994,"42.829,00",-,"385.273,50","385.273,50",TRUE,"0,30250000","0,42857200","0,0015682830","1,0000000000","1,3967000000","0,02116289835801","1,3967000000","0,0112242401","1,0000000000","9,5240513901","1,4027000000","1,3970000000","1,3969845400","0,0153567705","41,99%","1,0000%"
03/1994,"64,79",-,"582,86","582,86",TRUE,"(0,99848715)","0,42857200","1,0000000000","1,0000000000","1,4601500000","0,01515207156727","1,4601500000","0,0080362570",-,"9,5240513901","1,4275000000","1,4363000000","1,4363118391","0,0109927991","46,42%","1,0000%"
04/1994,"64,79",-,"582,86","582,86",FALSE,-,"0,42857200","1,0000000000","1,0000000000","1,4219644487","0,01037706507364","1,4219644487","0,0055037201",-,"9,5240513901","1,4268000000","1,4125000000","1,4124995232","0,0076534906","46,49%","1,0000%"
05/1994,"64,79",-,"582,86","582,86",FALSE,-,"0,42857200","1,0000000000","1,0000000000","1,4416278929","0,00729769656536","1,4416278929","0,0038705047",-,"9,5240513901","1,4403000000","1,4421000000","1,4420965934","0,0054184022","47,95%","1,0000%"
06/1994,"64,79",-,"582,86","582,86",FALSE,-,"0,42857200","1,0000000000","1,0000000000","0,0005239443","0,00506212220309","0,0005239443","0,0026848154",-,"9,5240513901","1,4743000000","1,4465000000","0,0005260004","0,0037573088","50,62%","1,0000%"
07/1994,"64,79",-,"582,86","582,86",FALSE,-,"0,42857200","1,0000000000","1,0000000000","1,0608000000","9,66156643680902","1,0608000000","5,1242386433","1,0608000000","9,5240513901","1,0684000000","1,0521000000","1,0521537914","7,1431670620","6,87%","1,0000%"
08/1994,"64,79",-,"582,86","582,86",FALSE,-,"0,34669300","1,0000000000","1,0000000000","1,0546000000","9,10781149774606","1,0546000000","4,8305417075","1,0546000000","8,9781781581","1,0186000000","1,0500000000","1,0500761293","6,7890902647","4,17%","1,0000%"
09/1994,"70,00",-,"582,86","582,86",FALSE,-,"0,27697000","1,0000000000","1,0000000000","1,0151000000","8,63627109590942","1,0151000000","4,5804491822","1,0151000000","8,5133492870","1,0153000000","1,0163000000","1,0162719510","6,4653314893","3,83%","1,0000%"
10/1994,"70,00",-,"582,86","582,86",FALSE,-,"0,25797500","1,0000000000","1,0000000000","1,0186000000","8,50780326658399","1,0186000000","4,5123132521","1,0186000000","8,3867099665","1,0262000000","1,0190000000","1,0190234623","6,3618123897","3,62%","1,0000%"
11/1994,"70,00",-,"582,86","582,86",FALSE,-,"0,23500400","1,0000000000","1,0000000000","1,0327000000","8,35244773864520","1,0327000000","4,4299167996","1,0327000000","8,2335656455","1,0281000000","1,0295000000","1,0295581829","6,2430480016","4,07%","1,0000%"
12/1994,"70,00",-,"582,86","582,86",FALSE,-,"0,19589900","1,0000000000","1,0000000000","1,0219000000","8,08797108419211","1,0219000000","4,2896453952","1,0219000000","7,9728533412","1,0171000000","1,0225000000","1,0225143548","6,0638127160","3,80%","1,0000%"
01/1995,"70,00",-,"582,86","582,86",FALSE,-,"0,17027000","1,0000000000","1,0000000000","1,0167000000","7,91464045815845","1,0167000000","4,1977154273","1,0167000000","7,8019897654","1,0170000000","1,0178000000","1,0000000000","5,9302959294","3,37%","1,0000%"
02/1995,"70,00",-,"582,86","582,86",FALSE,-,"0,15104700","1,0000000000","1,0000000000","1,0099000000","7,78463701992570","1,0099000000","4,1287650510","1,0099000000","7,6738366926","1,0102000000","1,0122000000","1,0000000000","5,9302959294","3,25%","1,0000%"
03/1995,"70,00",-,"582,86","582,86",FALSE,-,"0,13976400","1,0000000000","1,0000000000","1,0141000000","7,70832460632309","1,0141000000","4,0882909703","1,0141000000","7,5986104492","1,0155000000","1,0128000000","1,0434461357","5,9302959294","4,26%","1,0000%"
04/1995,"70,00",-,"582,86","582,86",FALSE,-,"0,12391600","1,0000000000","1,0000000000","1,0192000000","7,60114841369006","1,0192000000","4,0314475598","1,0192000000","7,4929597172","1,0243000000","1,0195000000","1,0000000000","5,6833752378","4,26%","1,0000%"
05/1995,"100,00",-,"832,66","832,66",TRUE,"0,42857200","0,15000000","1,0000000000","1,0000000000","1,0257000000","7,45795566492352","1,0257000000","3,9555019228","1,0257000000","7,3518050600","1,0267000000","1,0277000000","1,0000000000","5,6833752378","4,25%","1,0000%"
06/1995,"100,00",-,"832,66","832,66",FALSE,-,"0,14540300","1,0000000000","1,0000000000","1,0182000000","7,27108868570101","1,0182000000","3,8563926322","1,0182000000","7,1675977966","1,0226000000","1,0225000000","1,0712363688","5,6833752378","4,04%","1,0000%"
07/1995,"100,00",-,"832,66","832,66",FALSE,-,"0,11614900","1,0000000000","1,0000000000","1,0246000000","7,14112029630819","1,0246000000","3,7874608448","1,0246000000","7,0394792739","1,0236000000","1,0259000000","1,0000000000","5,3054352928","4,02%","1,0000%"
08/1995,"100,00",-,"832,66","832,66",FALSE,-,"0,09171500","1,0000000000","1,0000000000","1,0102000000","6,96966650039840","1,0102000000","3,6965262979","1,0102000000","6,8704658148","1,0099000000","1,0149000000","1,0000000000","5,3054352928","3,84%","1,0000%"
09/1995,"100,00",-,"832,66","832,66",FALSE,-,"0,07782400","1,0000000000","1,0000000000","1,0117000000","6,89929370461137","1,0117000000","3,6592024331","1,0117000000","6,8010946494","1,0099000000","1,0097000000","1,0512956108","5,3054352928","3,32%","1,0000%"
10/1995,"100,00",-,"832,66","832,66",FALSE,-,"0,08960300","1,0000000000","1,0000000000","1,0140000000","6,81950549037399","1,0140000000","3,6168848800","1,0140000000","6,7224420771","1,0141000000","1,0134000000","1,0000000000","5,0465684802","3,09%","1,0000%"
11/1995,"100,00",-,"832,66","832,66",FALSE,-,"0,08714100","1,0000000000","1,0000000000","1,0151000000","6,72535058222287","1,0151000000","3,5669476134","1,0151000000","6,6296272950","1,0147000000","1,0146000000","1,0000000000","5,0465684802","2,88%","1,0000%"
12/1995,"100,00",-,"832,66","832,66",FALSE,-,"0,07290200","1,0000000000","1,0000000000","1,0165000000","6,62530842500529","1,0165000000","3,5138879060","1,0165000000","6,5310090582","1,0156000000","1,0136000000","1,0421277666","5,0465684802","2,78%","1,0000%"
01/1996,"100,00",-,"832,66","832,66",FALSE,-,"0,06996700","1,0000000000","1,0000000000","1,0146000000","6,51776529759497","1,0146000000","3,4568498829","1,0146000000","6,4249966140","1,0134000000","1,0163000000","1,0000000000","4,8425621521","2,58%","1,0000%"
02/1996,"100,00",-,"832,66","832,66",FALSE,-,"0,05111000","1,0000000000","1,0000000000","1,0071000000","6,42397525881626","1,0071000000","3,4071061334","1,0071000000","6,3325415080","1,0103000000","1,0120000000","1,0000000000","4,8425621521","2,35%","1,0000%"
03/1996,"100,00",-,"832,66","832,66",FALSE,-,"0,04315700","1,0000000000","1,0000000000","1,0029000000","6,37868658406937","1,0029000000","3,3830862212","1,0029000000","6,2878974362","1,0035000000","1,0062000000","1,0000000000","4,8425621521","2,22%","1,0000%"
04/1996,"100,00",-,"832,66","832,66",FALSE,-,"0,04090000","1,0000000000","1,0000000000","1,0093000000","6,36024188260980","1,0093000000","3,3733036407","1,0070000000","6,2697152620","1,0126000000","1,0070000000","1,0000000000","4,8425621521","2,07%","1,0000%"
05/1996,"112,00",-,"957,56","957,56",TRUE,"0,15000000","0,07760000","1,0000000000","1,0000000000","1,0168000000","6,30163666165639","1,0168000000","3,3422209855","1,0168000000","6,2261323356","1,0122000000","1,0132000000","1,0000000000","4,8425621521","2,01%","1,0000%"
06/1996,"112,00",-,"957,56","957,56",FALSE,-,"0,07140000","1,0000000000","1,0000000000","1,0122000000","6,19751835332061","1,0122000000","3,2869993956","1,0122000000","6,1232615417","1,0119000000","1,0111000000","1,0675757210","4,8425621521","1,98%","1,0000%"
07/1996,"112,00",-,"957,56","957,56",FALSE,-,"0,06530000","1,0000000000","1,0000000000","1,0109000000","6,12281994993144","1,0109000000","3,2473813433","1,0109000000","6,0494581523","1,0111000000","1,0137000000","1,0000000000","4,5360362331","1,93%","1,0000%"
08/1996,"112,00",-,"957,56","957,56",FALSE,-,"0,05920000","1,0000000000","1,0000000000","1,0000000000","6,05680082098273","1,0000000000","3,2123665479","1,0000400000","5,9842300448","1,0044000000","1,0070000000","1,0000000000","4,5360362331","1,97%","1,0000%"
09/1996,"112,00",-,"957,56","957,56",FALSE,-,"0,05310000","1,0000000000","1,0000000000","1,0013000000","6,05680082098273","1,0013000000","3,2123665479","1,0013000000","5,9839906851","1,0015000000","1,0011000000","1,0000000000","4,5360362331","1,90%","1,0000%"
10/1996,"112,00",-,"957,56","957,56",FALSE,-,"0,04710000","1,0000000000","1,0000000000","1,0022000000","6,04893720261933","1,0022000000","3,2081958932","1,0022000000","5,9762215971","1,0030000000","1,0014000000","1,0000000000","4,5360362331","1,86%","1,0000%"
11/1996,"112,00",-,"957,56","957,56",FALSE,-,"0,04110000","1,0000000000","1,0000000000","1,0028000000","6,03565875336193","1,0028000000","3,2011533558","1,0028000000","5,9631027710","1,0032000000","1,0041000000","1,0000000000","4,5360362331","1,80%","1,0000%"
12/1996,"112,00",-,"957,56","957,56",FALSE,-,"0,03510000","1,0000000000","1,0000000000","1,0088000000","6,01880609629231","1,0088000000","3,1922151534","1,0088000000","5,9464527034","1,0047000000","1,0020000000","1,0295015259","4,5360362331","1,80%","1,0000%"
01/1997,"112,00",-,"957,56","957,56",FALSE,-,"0,02920000","1,0000000000","1,0000000000","1,0158000000","5,96630263312085","1,0158000000","3,1643687088","1,0158000000","5,8945803959","1,0118000000","1,0113000000","1,0000000000","4,4060510051","1,73%","1,0000%"
02/1997,"112,00",-,"957,56","957,56",FALSE,-,"0,02330000","1,0000000000","1,0000000000","1,0042000000","5,87350131238516","1,0042000000","3,1151493491","1,0042000000","5,8028946603","1,0050000000","1,0071000000","1,0000000000","4,4060510051","1,67%","1,0000%"
03/1997,"112,00",-,"957,56","957,56",FALSE,-,"0,01740000","1,0000000000","1,0000000000","1,0116000000","5,84893578210034","1,0116000000","3,1021204432","1,0116000000","5,7786244376","1,0051000000","1,0059000000","1,0000000000","4,4060510051","1,64%","1,0000%"
04/1997,"112,00",-,"957,56","957,56",FALSE,-,"0,01160000","1,0000000000","1,0000000000","1,0059000000","5,78186613493509","1,0059000000","3,0665484808","1,0059000000","5,7123610495","1,0088000000","1,0068000000","1,0000000000","4,4060510051","1,66%","1,0000%"
05/1997,"120,00",-,"957,56","957,56",FALSE,-,"0,00580000","1,0000000000","1,0000000000","1,0030000000","5,74795321099025","1,0030000000","3,0485619652","1,0030000000","5,6788558003","1,0041000000","1,0050000000","1,0000000000","4,4060510051","1,58%","1,0000%"
06/1997,"120,00",-,"1.031,87","1.031,87",TRUE,"0,07760000","0,04810000","1,0000000000","1,0000000000","1,0070000000","5,73076092820563","1,0070000000","3,0394436343","1,0070000000","5,6618701897","1,0054000000","1,0055000000","1,0000000000","4,4060510051","1,61%","1,0000%"
07/1997,"120,00",-,"1.031,87","1.031,87",FALSE,-,"0,04400000","1,0000000000","1,0000000000","1,0009000000","5,69092445700659","1,0009000000","3,0183154263","1,0009000000","5,6225126015","1,0022000000","1,0031000000","1,0000000000","4,4060510051","1,60%","1,0000%"
08/1997,"120,00",-,"1.031,87","1.031,87",FALSE,-,"0,03990000","1,0000000000","1,0000000000","0,9996000000","5,68580723049914","0,9996000000","3,0156013851","1,0000000000","5,6174568903","0,9998000000","1,0017000000","1,0000000000","4,4060510051","1,59%","1,0000%"
09/1997,"120,00",-,"1.031,87","1.031,87",FALSE,-,"0,03590000","1,0000000000","1,0000000000","1,0059000000","5,68808246348453","1,0059000000","3,0168081083","1,0059000000","5,6174568903","1,0006000000","0,9995000000","1,0000000000","4,4060510051","1,59%","1,0000%"
10/1997,"120,00",-,"1.031,87","1.031,87",FALSE,-,"0,03180000","1,0000000000","1,0000000000","1,0034000000","5,65471961773987","1,0034000000","2,9991133396","1,0034000000","5,5845082914","1,0023000000","1,0025000000","1,0000000000","4,4060510051","1,67%","1,0000%"
11/1997,"120,00",-,"1.031,87","1.031,87",FALSE,-,"0,02780000","1,0000000000","1,0000000000","1,0083000000","5,63555871809833","1,0083000000","2,9889509066","1,0083000000","5,5655853013","1,0017000000","1,0007000000","1,0000000000","4,4060510051","3,04%","1,0000%"
12/1997,"120,00",-,"1.031,87","1.031,87",FALSE,-,"0,02380000","1,0000000000","1,0000000000","1,0069000000","5,58916861856425","1,0069000000","2,9643468279","1,0069000000","5,5197712004","1,0043000000","1,0049000000","1,0552261748","4,4060510051","2,97%","1,0000%"
01/1998,"120,00",-,"1.031,87","1.031,87",FALSE,-,"0,01980000","1,0000000000","1,0000000000","1,0088000000","5,55086763190411","1,0088000000","2,9440330002","1,0088000000","5,4819457745","1,0071000000","1,0054000000","1,0000000000","4,1754565138","2,67%","1,0000%"
02/1998,"120,00",-,"1.031,87","1.031,87",FALSE,-,"0,01580000","1,0000000000","1,0000000000","1,0002000000","5,50244610616982","1,0002000000","2,9183515069","1,0002000000","5,4341254704","1,0046000000","1,0064000000","1,0000000000","4,1754565138","2,13%","1,0000%"
03/1998,"120,00",-,"1.031,87","1.031,87",FALSE,-,"0,01180000","1,0000000000","1,0000000000","1,0023000000","5,50134583700241","1,0023000000","2,9177679533","1,0023000000","5,4330388626","1,0034000000","1,0039000000","1,0000000000","4,1754565138","2,20%","1,0000%"
04/1998,"120,00",-,"1.031,87","1.031,87",FALSE,-,"0,00790000","1,0000000000","1,0000000000","0,9987000000","5,48872177691551","0,9987000000","2,9110724866","1,0000000000","5,4205715480","1,0024000000","1,0022000000","1,0000000000","4,1754565138","1,71%","1,0000%"
05/1998,"130,00",-,"1.031,87","1.031,87",FALSE,-,"0,00390000","1,0000000000","1,0000000000","1,0023000000","5,49586640323972","1,0023000000","2,9148618070","1,0023000000","5,4205715480","1,0050000000","1,0041000000","1,0000000000","4,1754565138","1,63%","1,0000%"
06/1998,"130,00",-,"1.081,50","1.081,50",TRUE,"0,04810000","0,04610000","1,0000000000","1,0000000000","1,0028000000","5,48325491693078","1,0028000000","2,9081730090","1,0028000000","5,4081328425","1,0002000000","1,0034000000","1,0000000000","4,1754565138","1,60%","1,0000%"
07/1998,"130,00",-,"1.081,50","1.081,50",FALSE,-,"0,04220000","1,0000000000","1,0000000000","0,9962000000","5,46794467184961","0,9962000000","2,9000528610","1,0000000000","5,3930323519","0,9988000000","0,9989000000","1,0000000000","4,1754565138","1,70%","1,0000%"
08/1998,"130,00",-,"1.081,50","1.081,50",FALSE,-,"0,03830000","1,0000000000","1,0000000000","0,9983000000","5,48880211990525","0,9983000000","2,9111150984","1,0000000000","5,3930323519","0,9949000000","0,9963000000","1,0000000000","4,1754565138","1,48%","1,0000%"
09/1998,"130,00",-,"1.081,50","1.081,50",FALSE,-,"0,03440000","1,0000000000","1,0000000000","0,9998000000","5,49814897315961","0,9998000000","2,9160724215","1,0000000000","5,3930323519","0,9978000000","0,9956000000","1,0000000000","4,1754565138","2,49%","1,0000%"
10/1998,"130,00",-,"1.081,50","1.081,50",FALSE,-,"0,03050000","1,0000000000","1,0000000000","0,9997000000","5,49924882292419","0,9997000000","2,9166557527","1,0000000000","5,3930323519","1,0002000000","1,0001000000","1,0000000000","4,1754565138","2,94%","1,0000%"
11/1998,"130,00",-,"1.081,50","1.081,50",FALSE,-,"0,02660000","1,0000000000","1,0000000000","0,9982000000","5,50089909265200","0,9982000000","2,9175310120","1,0000000000","5,3930323519","0,9988000000","0,9989000000","1,0000000000","4,1754565138","2,63%","1,0000%"
12/1998,"130,00",-,"1.200,00","1.200,00",FALSE,-,"0,02280000","1,0000000000","1,0000000000","1,0098000000","5,51081856607092","1,0098000000","2,9227920376","1,0098000000","5,3930323519","1,0033000000","1,0013000000","1,0165435439","4,1754565138","2,40%","1,0000%"
01/1999,"130,00",-,"1.200,00","1.200,00",FALSE,-,"0,01900000","1,0000000000","1,0000000000","1,0115000000","5,45733666673691","1,0115000000","2,8944266564","1,0115000000","5,3406935551","1,0070000000","1,0068000000","1,0000000000","4,1075038438","2,18%","1,0000%"
02/1999,"130,00",-,"1.200,00","1.200,00",FALSE,-,"0,01510000","1,0000000000","1,0000000000","1,0444000000","5,39529082228067","1,0444000000","2,8615191858","1,0444000000","5,2799738557","1,0105000000","1,0064000000","1,0000000000","4,1075038438","2,38%","1,0000%"
03/1999,"130,00",-,"1.200,00","1.200,00",FALSE,-,"0,01130000","1,0000000000","1,0000000000","1,0198000000","5,16592380532428","1,0198000000","2,7398690021","1,0198000000","5,0555092453","1,0110000000","1,0122000000","1,0000000000","4,1075038438","3,33%","1,0000%"
04/1999,"130,00",-,"1.200,00","1.200,00",FALSE,-,"0,00750000","1,0000000000","1,0000000000","1,0003000000","5,06562444138486","1,0003000000","2,6866728791","1,0003000000","4,9573536431","1,0056000000","1,0078000000","1,0000000000","4,1075038438","2,35%","1,0000%"
05/1999,"136,00",-,"1.200,00","1.200,00",FALSE,-,"0,00380000","1,0000000000","1,0000000000","0,9966000000","5,06410520982190","0,9966000000","2,6858671189","1,0000000000","4,9558668831","1,0030000000","1,0051000000","1,0000000000","4,1075038438","2,02%","1,0000%"
06/1999,"136,00",-,"1.255,32","1.255,32",TRUE,"0,04610000","0,05810000","1,0000000000","1,0000000000","1,0102000000","5,08138190831016","1,0102000000","2,6950302217","1,0102000000","4,9558668831","1,0019000000","0,9998000000","1,0000000000","4,1075038438","1,67%","1,0000%"
07/1999,"136,00",-,"1.255,32","1.255,32",FALSE,-,"0,05310000","1,0000000000","1,0000000000","1,0159000000","5,03007514186317","1,0159000000","2,6678184733","1,0159000000","4,9058274431","1,0109000000","1,0079000000","1,0000000000","4,1075038438","1,66%","1,0000%"
08/1999,"136,00",-,"1.255,32","1.255,32",FALSE,-,"0,04820000","1,0000000000","1,0000000000","1,0145000000","4,95134869757177","1,0145000000","2,6260640548","1,0145000000","4,8290456178","1,0056000000","1,0081000000","1,0000000000","4,1075038438","1,57%","1,0000%"
09/1999,"136,00",-,"1.255,32","1.255,32",FALSE,-,"0,04330000","1,0000000000","1,0000000000","1,0147000000","4,88058028346157","1,0147000000","2,5885303645","1,0147000000","4,7600252517","1,0031000000","1,0047000000","1,0000000000","4,1075038438","1,49%","1,0000%"
10/1999,"136,00",-,"1.255,32","1.255,32",FALSE,-,"0,03840000","1,0000000000","1,0000000000","1,0189000000","4,80987511920920","1,0189000000","2,5510302203","1,0189000000","4,6910665730","1,0119000000","1,0080000000","1,0000000000","4,1075038438","1,38%","1,0000%"
11/1999,"136,00",-,"1.255,32","1.255,32",FALSE,-,"0,03350000","1,0000000000","1,0000000000","1,0253000000","4,72065474453744","1,0253000000","2,5037100994","1,0253000000","4,6040500275","1,0095000000","1,0099000000","1,0000000000","4,1075038438","1,39%","1,0000%"
12/1999,"136,00",-,"1.255,32","1.255,32",FALSE,-,"0,02860000","1,0000000000","1,0000000000","1,0123000000","4,60416926220369","1,0123000000","2,4419292884","1,0123000000","4,4904418487","1,0060000000","1,0091000000","1,0891504606","4,1075038438","1,60%","1,0000%"
01/2000,"136,00",-,"1.255,32","1.255,32",FALSE,-,"0,02380000","1,0000000000","1,0000000000","1,0102000000","4,54822608140244","1,0102000000","2,4122585087","1,0102000000","4,4358805184","1,0062000000","1,0065000000","1,0000000000","3,7712914721","1,46%","1,0000%"
02/2000,"136,00",-,"1.255,32","1.255,32",FALSE,-,"0,01900000","1,0000000000","1,0000000000","1,0019000000","4,50230259493412","1,0019000000","2,3879019093","1,0019000000","4,3910913862","1,0013000000","1,0034000000","1,0000000000","3,7712914721","1,45%","1,0000%"
03/2000,"136,00",-,"1.255,32","1.255,32",FALSE,-,"0,01420000","1,0000000000","1,0000000000","1,0018000000","4,49376444249337","1,0018000000","2,3833734996","1,0018000000","4,3827641344","1,0022000000","1,0009000000","1,0000000000","3,7712914721","1,45%","1,0000%"
04/2000,"151,00",-,"1.255,32","1.255,32",FALSE,-,"0,00950000","1,0000000000","1,0000000000","1,0013000000","4,48569020013314","1,0013000000","2,3790911356","1,0013000000","4,3748893336","1,0042000000","1,0047000000","1,0000000000","3,7712914721","1,30%","1,0000%"
05/2000,"151,00",-,"1.255,32","1.255,32",FALSE,-,"0,00470000","1,0000000000","1,0000000000","1,0067000000","4,47986637384714","1,0067000000","2,3760023325","1,0067000000","4,3692093614","1,0001000000","1,0009000000","1,0000000000","3,7712914721","1,49%","1,0000%"
06/2000,"151,00",-,"1.328,25","1.328,25",TRUE,"0,05810000","0,07660000","1,0000000000","1,0000000000","1,0093000000","4,45005103193317","1,0093000000","2,3601890658","1,0093000000","4,3401304871","1,0023000000","1,0008000000","1,0000000000","3,7712914721","1,39%","1,0000%"
07/2000,"151,00",-,"1.328,25","1.328,25",FALSE,-,"0,07340000","1,0000000000","1,0000000000","1,0226000000","4,40904689580222","1,0226000000","2,3384415593","1,0226000000","4,3001391927","1,0161000000","1,0078000000","1,0000000000","3,7712914721","1,31%","1,0000%"
08/2000,"151,00",-,"1.328,25","1.328,25",FALSE,-,"0,05870000","1,0000000000","1,0000000000","1,0182000000","4,31160463113849","1,0182000000","2,2867607660","1,0182000000","4,2051038457","1,0131000000","1,0199000000","1,0000000000","3,7712914721","1,41%","1,0000%"
09/2000,"151,00",-,"1.328,25","1.328,25",FALSE,-,"0,04600000","1,0000000000","1,0000000000","1,0069000000","4,23453607458112","1,0069000000","2,2458856472","1,0069000000","4,1299389567","1,0023000000","1,0045000000","1,0000000000","3,7712914721","1,22%","1,0000%"
10/2000,"151,00",-,"1.328,25","1.328,25",FALSE,-,"0,04150000","1,0000000000","1,0000000000","1,0037000000","4,20551800037850","1,0037000000","2,2304952301","1,0037000000","4,1016376569","1,0014000000","1,0018000000","1,0000000000","3,7712914721","1,29%","1,0000%"
11/2000,"151,00",-,"1.328,25","1.328,25",FALSE,-,"0,03990000","1,0000000000","1,0000000000","1,0039000000","4,19001494508170","1,0039000000","2,2222728207","1,0039000000","4,0865175420","1,0032000000","1,0017000000","1,0000000000","3,7712914721","1,22%","1,0000%"
12/2000,"151,00",-,"1.328,25","1.328,25",FALSE,-,"0,03680000","1,0000000000","1,0000000000","1,0076000000","4,17373736934127","1,0076000000","2,2136396261","1,0076000000","4,0706420380","1,0059000000","1,0060355570","1,0603555701","3,7712914721","1,20%","1,0000%"
01/2001,"151,00",-,"1.328,25","1.328,25",FALSE,-,"0,03120000","1,0000000000","1,0000000000","1,0049000000","4,14225622205366","1,0049000000","2,1969428604","1,0049000000","4,0399385054","1,0057000000","1,0063000000","1,0063000000","3,5566290954","1,27%","1,0000%"
02/2001,"151,00",-,"1.328,25","1.328,25",FALSE,-,"0,02330000","1,0000000000","1,0000000000","1,0034000000","4,12205813718147","1,0034000000","2,1862303318","1,0034000000","4,0202393327","1,0046000000","1,0050000000","1,0050000000","3,5343626109","1,02%","1,0000%"
03/2001,"151,00",-,"1.328,25","1.328,25",FALSE,-,"0,01830000","1,0000000000","1,0000000000","1,0080000000","4,10809062904273","1,0080000000","2,1788223358","1,0080000000","4,0066168354","1,0038000000","1,0036000000","1,0036000000","3,5167787173","1,26%","1,0000%"
04/2001,"180,00",-,"1.328,25","1.328,25",FALSE,-,"0,01340000","1,0000000000","1,0000000000","1,0113000000","4,07548673516143","1,0113000000","2,1615300951","1,0113000000","3,9748182891","1,0058000000","1,0050000000","1,0050000000","3,5041637279","1,19%","1,0000%"
05/2001,"180,00",-,"1.328,25","1.328,25",FALSE,-,"0,00500000","1,0000000000","1,0000000000","1,0044000000","4,02994831915498","1,0044000000","2,1373777268","1,0044000000","3,9304047158","1,0041000000","1,0049000000","1,0049000000","3,4867300775","1,34%","1,0000%"
06/2001,"180,00",-,"1.430,00","1.430,00",TRUE,"0,07660000","0,09200000","1,0000000000","1,0000000000","1,0146000000","4,01229422456689","1,0146000000","2,1280144631","1,0146000000","3,9131866944","1,0052000000","1,0038000000","1,0038000000","3,4697284083","1,27%","1,0000%"
07/2001,"180,00",-,"1.430,00","1.430,00",FALSE,-,"0,08550000","1,0000000000","1,0000000000","1,0162000000","3,95455768240380","1,0162000000","2,0973925322","1,0162000000","3,8568763004","1,0133000000","1,0094000000","1,0094000000","3,4565933536","1,50%","1,0000%"
08/2001,"180,00",-,"1.430,00","1.430,00",FALSE,-,"0,07360000","1,0000000000","1,0000000000","1,0090000000","3,89151513718145","1,0090000000","2,0639564379","1,0090000000","3,7953909667","1,0070000000","1,0118000000","1,0118000000","3,4244039564","1,60%","1,0000%"
09/2001,"180,00",-,"1.430,00","1.430,00",FALSE,-,"0,06520000","1,0000000000","1,0000000000","1,0038000000","3,85680390206289","1,0038000000","2,0455465192","1,0038000000","3,7615371325","1,0028000000","1,0038000000","1,0038000000","3,3844672429","1,32%","1,0000%"
10/2001,"180,00",-,"1.430,00","1.430,00",FALSE,-,"0,06050000","1,0000000000","1,0000000000","1,0145000000","3,84220352865400","1,0145000000","2,0378028683","1,0145000000","3,7472974024","1,0083000000","1,0037000000","1,0037000000","3,3716549541","1,53%","1,0000%"
11/2001,"180,00",-,"1.430,00","1.430,00",FALSE,-,"0,05060000","1,0000000000","1,0000000000","1,0076000000","3,78728785475998","1,0076000000","2,0086770510","1,0076000000","3,6937381985","1,0071000000","1,0099000000","1,0099000000","3,3592258186","1,39%","1,0000%"
12/2001,"180,00",-,"1.430,00","1.430,00",FALSE,-,"0,03720000","1,0000000000","1,0000000000","1,0018000000","3,75872157082174","1,0018000000","1,9935262515","1,0018000000","3,6658775293","1,0065000000","1,0055000000","1,0055000000","3,3262954932","1,39%","1,0000%"
01/2002,"180,00",-,"1.430,00","1.430,00",FALSE,-,"0,02960000","1,0000000000","1,0000000000","1,0019000000","3,75196802837067","1,0019000000","1,9899443517","1,0019000000","3,6592908058","1,0052000000","1,0062000000","1,0062000000","3,3081009380","1,53%","1,0000%"
02/2002,"180,00",-,"1.430,00","1.430,00",FALSE,-,"0,01870000","1,0000000000","1,0000000000","1,0018000000","3,74485280803540","1,0018000000","1,9861706275","1,0018000000","3,6523513383","1,0036000000","1,0044000000","1,0044000000","3,2877170920","1,25%","1,0000%"
03/2002,"180,00",-,"1.430,00","1.430,00",FALSE,-,"0,01560000","1,0000000000","1,0000000000","1,0011000000","3,73812418450329","1,0011000000","1,9826019440","1,0011000000","3,6457889183","1,0060000000","1,0040000000","1,0040000000","3,2733145082","1,37%","1,0000%"
04/2002,"200,00",-,"1.430,00","1.430,00",FALSE,-,"0,00930000","1,0000000000","1,0000000000","1,0070000000","3,73401676606063","1,0070000000","1,9804234782","1,0070000000","3,6417829570","1,0080000000","1,0078000000","1,0078000000","3,2602734146","1,48%","1,0000%"
05/2002,"200,00",-,"1.430,00","1.430,00",FALSE,-,"0,00250000","1,0000000000","1,0000000000","1,0111000000","3,70806034365505","1,0111000000","1,9666568800","1,0111000000","3,6164676832","1,0021000000","1,0042000000","1,0042000000","3,2350401018","1,41%","1,0000%"
06/2002,"200,00",-,"1.561,56","1.561,56",TRUE,"0,09200000","0,19710000","1,0000000000","1,0000000000","1,0174000000","3,66735272837014","1,0174000000","1,9450666403","1,0174000000","3,5767655852","1,0042000000","1,0033000000","1,0033000000","3,2215097608","1,33%","1,0000%"
