10/1968;129,6;-;1296;1296;FALSE;-;-;1;1E-06;1,01505312868949;3,11159160101308;1,0150531287;1,6503056754;1,0150531287;2423009,50742034;-;-;1,0150531287;0,0026008816;0,00%;1,0000%
11/1968;129,6;-;1296;1296;FALSE;-;-;1;1E-06;1,01628380343123;3,06544703234438;1,0162838034;1,6258318198;1,0162838034;2387076,53711548;-;-;1,0162838034;0,0025623108;0,00%;1,0000%
12/1968;129,6;-;1296;1296;FALSE;-;-;1;1E-06;1,01917024320458;3,0163297122267;1,0191702432;1,5997812957;1,0191702432;2348828,67271534;-;-;1,0191702432;0,0025212552;0,00%;1,0000%
01/1969;129,6;-;1296;1296;FALSE;-;-;1;1E-06;1,01824817518248;2,95959358344534;1,0182481752;1,5696899574;1,0182481752;2304648,00986528;-;-;1,0182481752;0,0024738312;0,00%;1,0000%
02/1969;129,6;-;1296;1296;FALSE;-;-;1;1E-06;1,01764543700028;2,90655427191407;1,017645437;1,541559313;1,017645437;2263346,07420461;-;-;1,017645437;0,0024294974;0,00%;1,0000%
03/1969;129,6;-;1296;1296;FALSE;-;-;1;1E-06;1,01408832294771;2,85615614853219;1,0140883229;1,5148294848;1,0140883229;2224100,84289897;-;-;1,0140883229;0,0023873711;0,00%;1,0000%
04/1969;129,6;-;1296;1296;FALSE;-;-;1;1E-06;1,01549559177131;2,81647671499662;1,0154955918;1,4937845654;1,0154955918;2193202,30059848;-;-;1,0154955918;0,0023542044;0,00%;1,0000%
05/1969;156;-;1560;1560;FALSE;-;-;1;1E-06;1,0123651670613;2,77349969593063;1,0123651671;1,4709906941;1,0123651671;2159735,91453305;-;-;1,0123651671;0,0023182812;0,00%;1,0000%
06/1969;156;-;1560;1560;FALSE;-;-;1;1E-06;1,01351351351351;2,73962379008117;1,0135135135;1,4530238119;1,0135135135;2133356,60372664;-;-;1,0135135135;0,0022899654;0,00%;1,0000%
07/1969;156;-;1560;1560;FALSE;-;-;1;1E-06;1,00692307692308;2,70309547288008;1,0069230769;1,4336501611;1,0069230769;2104911,84901029;-;-;1,0069230769;0,0022594325;0,00%;1,0000%
08/1969;156;-;1560;1560;FALSE;-;-;1;1E-06;1,00738477209065;2,68451040087403;1,0073847721;1,4237931317;1,0073847721;2090439,57502932;-;-;1,0073847721;0,0022438979;0,00%;1,0000%
09/1969;156;-;1560;1560;FALSE;-;-;1;1E-06;1,00910010111223;2,6648312295835;1,0091001011;1,4133558211;1,0091001011;2075115,32131955;-;-;1,0091001011;0,0022274487;0,00%;1,0000%
10/1969;156;-;1560;1560;FALSE;-;-;1;1E-06;1,01628256513026;2,64079968542894;1,0162825651;1,4006101273;1,0162825651;2056401,85649803;-;-;1,0162825651;0,0022073614;0,00%;1,0000%
11/1969;156;-;1560;1560;FALSE;-;-;1;1E-06;1,02095144195218;2,59848960912801;1,020951442;1,3781699848;1,020951442;2023454,82157755;-;-;1,020951442;0,0021719958;0,00%;1,0000%
12/1969;156;-;1560;1560;FALSE;-;-;1;1E-06;1,02245292129406;2,54516473786391;1,0224529213;1,3498878871;1,0224529213;1981930,51934817;-;-;1,0224529213;0,0021274232;0,00%;1,0000%
01/1970;156;-;1560;1560;FALSE;-;-;1;1E-06;1,0224321133412;2,48927328081046;1,0224321133;1,3202445403;1,0224321133;1938407,60593627;-;-;1,0224321133;0,0020807053;0,00%;1,0000%
02/1970;156;-;1560;1560;FALSE;-;-;1;1E-06;1,02009237875289;2,43465874000746;1,0200923788;1,2912784361;1,0200923788;1895879,03259587;-;-;1,0200923788;0,0020350547;0,00%;1,0000%
03/1970;156;-;1560;1560;FALSE;-;-;1;1E-06;1,01131990038488;2,38670417573745;1,0113199004;1,2658446068;1,0113199004;1858536,61107995;-;-;1,0113199004;0,001994971;0,00%;1,0000%
04/1970;156;-;1560;1560;FALSE;-;-;1;1E-06;1,00917841952093;2,35998933159443;1,0091784195;1,2516757619;1,0091784195;1837733,64923665;-;-;1,0091784195;0,0019726409;0,00%;1,0000%
05/1970;187,2;-;1872;1872;FALSE;-;-;1;1E-06;1,00931677018634;2,33852536473654;1,0093167702;1,240291843;1,0093167702;1821019,56768858;-;-;1,0093167702;0,0019546998;0,00%;1,0000%
06/1970;187,2;-;1872;1872;FALSE;-;-;1;1E-06;1,01538461538462;2,31693897675436;1,0153846154;1,2288429952;1,0153846154;1804210,15629453;-;-;1,0153846154;0,0019366565;0,00%;1,0000%
07/1970;187,2;-;1872;1872;FALSE;-;-;1;1E-06;1,00887445887446;2,28183384074293;1,0088744589;1,210224162;1,0088744589;1776873,63877492;-;-;1,0088744589;0,0019073132;0,00%;1,0000%
08/1970;187,2;-;1872;1872;FALSE;-;-;1;1E-06;1,0094400343274;2,26176192753322;1,0094400343;1,1995785515;1,0094400343;1761243,55527572;-;-;1,0094400343;0,0018905357;0,00%;1,0000%
09/1970;187,2;-;1872;1872;FALSE;-;-;1;1E-06;1,01190223166844;2,2406104876158;1,0119022317;1,1883603886;1,0119022317;1744772,83977473;-;-;1,0119022317;0,0018728559;0,00%;1,0000%
10/1970;187,2;-;1872;1872;FALSE;-;-;1;1E-06;1,01890359168242;2,21425590090996;1,0189035917;1,1743826146;1,0189035917;1724250,41191769;-;-;1,0189035917;0,0018508269;0,00%;1,0000%
11/1970;187,2;-;1872;1872;FALSE;-;-;1;1E-06;1,02123273551845;2,17317508642184;1,0212327355;1,15259444;1,0212327355;1692260,60835707;-;-;1,0212327355;0,0018164887;0,00%;1,0000%
12/1970;187,2;-;1872;1872;FALSE;-;-;1;1E-06;1,01958013726282;2,12799199520233;1,0195801373;1,1286305265;1,0195801373;1657076,34459833;-;-;1,0195801373;0,0017787216;0,00%;1,0000%
01/1971;187,2;-;1872;1872;FALSE;-;-;1;1E-06;1,01841219560483;2,08712578583099;1,0184121956;1,1069561727;1,0184121956;1625253,65494756;-;-;1,0184121956;0,0017445628;0,00%;1,0000%
02/1971;187,2;-;1872;1872;FALSE;-;-;1;1E-06;1,01321928460342;2,04939197982743;1,0132192846;1,0869431626;1,0132192846;1595870,1810148;-;-;1,0132192846;0,0017130223;0,00%;1,0000%
